level,reading,writing,page,column,entry_no,needs_review,review_reason,ocr_context
N1,こうこう(と,糧々(と),683,right,03,,,"| 03 | こうこう(と) 【糧々(と)】 / i 間)(文)光亮,通亮"
N1,o41ストロボ,strobe,683,right,,1,blank_entry_no;suspicious_reading,| o4 1ストロボ【strobe】 / る 閃光燈
N1,トランジスタ,transistor,683,right,05,,,| 05 | トランジスタ 【transistor】 / i @ 電晶體;(俗)小型
N1,がれる,,683,right,06,1,blank_writing;suspicious_writing,| 06 |がれる / i 中 (攝)按快門時(照相機)彈重
N1,モニター,monitor,683,right,07,,,"| @7 |モニター 【monitor】 / ; @ 監聽器,監視器;監聽員;評論員"
N1,ランプ,(荷・英) lamp,683,right,om,,,"om |ランプ【(荷・英) lamp】 / i る) 燈,煤油燈;電燈"
N1,げんぞう,現像,684,left,09,,,09 |げんぞう【現像】         | / げんでぞう / 圏フィルムを現像する。     |
N1,さいせい,再生,684,left,10,,,"10 |さいせい【再生】           | l / g'和他吃 重生,再生,死而復生;新生, ! ! / (得到)改造,(利用廢物加工,成為新 !("
N1,ないぞう,内蔵,684,right,01,,,"1 | ないぞう【内蔵】 / -り) 裡面包藏,內部裝有;內庫'宮  N1 / i的府庫                                        23"
N1,バージョンアップ,version up,684,right,,1,blank_entry_no,| バージョンアップ 【version up】 / ) 版本升級 / 1バージョン アップができる。
N1,あっせん,韓旋,685,left,01,,,"01 | あっせん【韓旋】 / 客.他功 幫助;,關照;,居中調解,翰旋; / 介紹"
N1,いっきょに,一挙に,685,left,02,,,02 |いっきょに【一挙に】 / ) 一下子 一次 / もんだい  いっきょ  かいけつ
N1,いどう,異動,685,left,03,,,03 | いどう【異動】 / 年@ゆ 異動・遂動・調動 / じん じ い どう おこな
N1,おう,負う,685,left,04,,,"04 | おう【負う】 / 他五 負責;背負,遭受;多虧,借重;## / せきにん  お"
N1,おぴる,帯びる,685,left,05,,,"05 | おぴる 【帯びる】 / 凶上玉帶,佩帶;承擔,負擔;帶有 / 帶著"
N1,カムバック,comeback,685,right,06,,,"| 06 | カムバック 【comeback】 / 1 扣.自功 (名聲、地位等)重新恢復,重回 / | 政壇;東山再起"
N1,かんご,看護,685,right,07,,,| 07 | かんご【看護】 / 1 (-他う 護理(病人) ・ 看護 ・ 看病 / 5   びょうにん かんご
N1,きどう,軌道,685,right,og,,,| og |きどう【軌道 / : @ (鐵路、機械、人造衛星、天體等的) / ・ 軌道;正軌
N1,キャリア,career,685,right,09,,,| 09 | キャリア【career】 / “| @ 履歴経歴: 生涯・戦業: (高級公 / | 務員考試及格的)公務員
N1,きんむ,勤務,686,left,11,,,11 |きんむ【勤務】                     | / る. 工作・ 勤務・ 職務            邊 / きん む けいたい    か                             :
N1,くぎり,区切り,686,left,03,,,3 |くぎり【区切り】       「 / 信句讀;文章的段落;工作的階段 。“ i!
N1,くみこむ,組み込む,686,left,14,,,14 | くみこむ【組み込む】            1 / 三編入;入伙;(印)排入          :【 / よ てい    く     這                          :
N1,ごえい,護衛,686,left,16,,,16 | ごえい【護衛】                1 。 / で 護衛・保衛・警衛(員)      1 / しゅしょう    ご えい                               :
N1,こよう,雇用,686,left,07,,,7 |こよう【雇用】       | / 宮地 雇用 ; 就業 / 中
N1,さいよう,採用,686,right,,1,blank_entry_no,| さいよう【採用】               24 / -他ず 採用(意見) ・採取 : 録用(人員) 農 / さいようしけん う                        業
N1,さしず,指図,686,right,,1,blank_entry_no,"| さしず【指図】 / -由ゆ 指示,吩咐,派這,發號施令; / 定・ 指明 ;圖面,設計圖"
N1,さしつかえる,差し支える,686,right,,1,blank_entry_no,") | さしつかえる【差し支える】 / 六(對工作等芒礙 妨害 ,有壞影響; / 到不方便,發生故障,出問題"
N1,さんきゅう,産休,686,right,01,,,1 | さんきゅう【産休】 / 產假 / さんきゅう   はい
N1,じしょく,辞職,686,right,,1,blank_entry_no,| じしょく【辞職】 / 本疙 辭職 / 辞職を余儀なくされる。
N1,システム,system,687,left,23,,,"23 | システム 【system】 / 名) 組織;體系,系統;制度 / か"
N1,しめい,使命,687,left,24,,,24 | しめい【使命】 / 名 使命・任務 / し めい   は
N1,しゅうぎょう,就業,687,left,25,,,"25 | しゅうぎょう【就業】 / 名・自サ) 開始工作・ 上班 : 就業(有一邊 / 職業) ,有工作"
N1,じゅうじ,従事,687,left,26,,,26 | じゅうじ【従事】 / 名・自ゆ 作 従事 / けんきゅう   じゅぁう じ      ひと   おお
N1,しゅえい,守衛,687,left,27,,,27 | しゅえい【守衛】 / 包) (機開等的) 警衛・ 守衛 : (國會的 / 警備員
N1,しゅっしゃ,出社,687,left,28,,,28 |しゅっしゃ【出社】 / 名・自の 到公司上班 / ン    しゅっしゃ
N1,しゅつどう,出動,687,right,29,,,| 29 | しゅつどう 【出動】 / | 所四9) (消防隊、警察等)出動 / :   けいかん しゅつどう
N1,しょうしん,昇進,687,right,30,,,30 | しょうしん【昇進】 / | 外貞 電灯 ・轟趣・高昇 / :   しょうしん はや
N1,しよう,私用,687,right,31,,,31 | しよう【私用】 / ; 寢:他功 私事 私用 個人使用 : 私自使 / | 用・次用
N1,しょくむ,職務,687,right,32,,,| 32 |しょくむ【職務】 / ; 人る) 職務・任務 / :    しょくむ   っ
N1,しょむ,庶務,687,right,33,,,33 | しょむ【庶務】 / | る 総務・庶務・雑物 / 和   しょむ か しょかん
N1,じんざい,人材,687,right,34,,,34 | じんざい【人材】 / ; 人オ / :   じんざい
N1,しんにゅう,新入,687,right,35,,,"| 35 | しんにゅう【新入】 / 久) 新加入,新來(的人)"
N1,スト,strike 之略,688,left,03,,,3 |スト【strike 之略】       i 1 / る 罷工 。 / 回電車がストで参った。     1 。
N1,ストライキ,strike,688,left,37,,,37 |ストライキ【strike】 / g叶 罷工; (學生)罷課            1 / 回ストライキを打つ。      1 4
N1,せきむ,南務,688,left,38,,,"38 | せきむ【南務】               「 / 3職責,任務            i【 / こっか たい      せき む                     :"
N1,セクション,section,688,left,39,,,39 |セクション【section】  ] / 部分 ・工割・段・民域:節・項*科: iE / (報紙的)欄             i 上
N1,たぼう,多忙,688,left,40,,,"40 |たぼう【多忙】              i / 笠嗎 百忙,繁忙,忙碌       | 點 / たぼう きわ                     國轉"
N1,つとまる,務まる,688,left,41,,,41 |つとまる【務まる】         i 區 / 昌5 勝任                  | 圖 / ぎ5ょう やく つと                  :
N1,つとまる,勤まる,688,right,02,,,"2 | つとまる【勤まる】 / ぉ 勝任,能擔任           N1 / わたし      つと"
N1,つとめさき,勤め先,688,right,03,,,"3 |つとめさき【勤め先】      デ / 工作地點,工作單位         作 / 3あ    さき   たず"
N1,てわけ,手分け,688,right,,1,blank_entry_no,"| てわけ【手分け】 / 計 分頭做,分工 / で            さ ぎょう"
N1,てんきん,転勤,688,right,,1,blank_entry_no,"|てんきん【転勤】 / 特總 調職,調動工作 / べ きん   てんきん"
N1,てんにん,転任,688,right,,1,blank_entry_no,"| てんにん【転任】 / 邊の 轉任,調職,調動工作 / ち ほう し てん   てんにん"
N1,とくは,特派,689,left,48,,,"48 | とくは【特派】 / 名・他ず) 特派,特別派貴 / もゅうざい   とく は いん  もう   し     、"
N1,ともかせぎ,共稼ぎ,689,left,49,,,49 | ともかせぎ【共稼ぎ】 / 店ゆ 夫妻都上班 / ともかせ      がん ば
N1,ともなう,伴う,689,left,50,,,"50 | ともなう【伴う】 / gf 隨同,伴隨;隨著;相符 / ともな"
N1,ともばたらき,共働き,689,left,51,,,51 | ともばたらき【共働き】 / 名・自サ) 夫妻都工作 / ふう ふ ともはたら      ほう   おお
N1,トラブル,trouble,689,left,52,,,"52 | トラブル 【trouble】 / 包 糾紛,糾葛,麻煩;故障 / かいけつ"
N1,とりこむ,取り込む,689,left,53,,,"53 | とりこむ【取り込む】 / 計s5(因吾事或意外面)忙大 : 健準來 : / 騙取,侵吞;拉攏,籠絡"
N1,になう,担う,689,right,54,,,"| 54 | になう【担う】 / it 擔,挑;承擔,肩負 / | 圖責任在据9,"
N1,ねまわし,根回し,689,right,05,,,"| 5 |ねまわし【根回し】 / | @ (為移栽或使果樹增產的)修根,砍 / | 掉一部份樹根;事先協調,打下基礎,"
N1,はいふ,配布,689,right,57,,,"57 |はいふ【配布】 / | 宮地吃 散發 / | 圖資料在配布本名,"
N1,はかどる,,689,right,58,1,blank_writing;suspicious_writing,58 |はかどる / | (お (工作、工程等)有進展 / :     しざと
N1,ふくぎょう,副業,690,left,02,,,s2 |ふくぎょう【副業】 / る 副業 / みんげいひんづく            ふくきょう                                        :
N1,s31ふくし,福祉,690,left,,1,blank_entry_no;suspicious_reading,s3 1ふくし【福祉】                1 / 多 福利・ 福祉 / をも . おく                           :  |
N1,ぶしょ,部署,690,left,04,,,"$4 |ぶしょ【部署】              軒 / る 工作崗位,職守         點 / ぶ しょ    つ                                  H"
N1,ぶもん,部門,690,left,06,,,6 | ぶもん【部門】 / る 部門・部類・方面
N1,ぶらぶら,,690,right,07,1,blank_writing;suspicious_writing,"7 | ぶらぶら                          2 / 自人(縣空的東西)昂動 ,搖昂;啃邑; 髒 / 工作;(病)拖長,纏綿                  *"
N1,プレイク,break,690,right,08,,,8 | プレイク 【break】 / サ変 (拳撃)抱持後分開 : 休息 : 突破・ / 穫
N1,フロント,front,690,right,,1,blank_entry_no,? |フロント【front】 / 5) 正面前面 : (軍)前線・ 戦線 : 橋喜 / でん わ
N1,ぶんぎょう,分業,690,right,00,,,0 | ぶんぎょう【分業】 / ・他サ) 分工 : 専業分工 / し:を   ぶんぎょう
N1,ほうし,奉仕,690,right,,1,blank_entry_no,"| | ほうし【奉仕】 / -貢ゆ (不計報酬而)效勞,服務;廉價 / 專心於服務活動。"
N1,まかす,任す,691,left,72,,,]       72 | まかす【任す】 / (五 委託・託付 / し ごと   まか
N1,むすびつく,結び付く,691,left,73,,,"73 | むすびつく【結び付く】 / ]    自五 連接,結合,繫;密切相關,有聯 / 繫,有關連"
N1,むすび,結び,691,left,74,,,74 | むすび【結び】 / 多 繋 ・建結・打結 : 結束 ・結尾 : 飯粒 / はなし  むす      か
N1,ようご,養護,691,left,75,,,75 | ようご【養護】 / 名・他) 護養 ; 扶養 : 保育 / とくべつよう ご ろうじん          はい
N1,リストラ,restructuring 之略,691,left,77,,,"77 | リストラ【restructuring 之略 / る) 重建 政組 , 調整 : 裁員 / くび"
N1,杞妃万(At,連帶,691,right,79,,,"| 79 |杞妃万(At【連帶】 / i 侯,自功 團結,協同合作; (法)連帶,共 / | 同負責"
N1,ao1ろうりょく,労力,691,right,,1,blank_entry_no;suspicious_reading,"| ao 1ろうりょく【労力】 / | る (經)勞動力,勞力;費力,出力 / :   ろうりょく  つい"
N1,かぎょう,家業,691,right,00,,,| 0 | かぎょう【家業】 / | る) 家業 : 祖業  (謀生的)職業・行業 / H    かきょう 。 つ
N1,ガイド,guide,692,left,04,,,"“04 |ガイド【guide】 / 世人9導遊:指南,入門書 ; 引導,導航"
N1,ぎせい,欄牲,692,left,05,,,05 |ぎせい【欄牲】             1 / る 犠牲 (旋某事業付出的)代作       人
N1,きゅうじ,給仕,692,left,00,,,0 |きゅうじ【給仕】        | / 和自疙 伺候(吃飯) ; 服務生     1
N1,きょうしょく,教職,692,left,00,,,0 |きょうしょく【教職】    和 / 教師的職務 : (宗教導信徒的職務 ji:
N1,けいぶ,警部,692,left,08,,,08 | けいぶ【警部】                和 / @@警部(日本警察職稱之一) / けい し ちょうけいぶ にんめい                   2.(
N1,けらい,家来,692,left,00,,,"0 |けらい【家来】        1 / @ (效忠於君主或主人的)家臣,臣下; ji / け らい                                  : :"
N1,サイドビジネス,(和) side+ usiness,692,right,00,,,"0 | サイドビジネス【(和) side+ / usiness】                             N1 / 9副業,兼職            24"
N1,じぎょう,事業,692,right,01,,,1 | じぎょう【事業】                作 / ) 事業 : (経)企業 : 功業・ 業績
N1,じつぎょう,実業,692,right,02,,,"2 | じつぎょう【実業】 / ) 產業,實業"
N1,じにん,辞任,692,right,03,,,3 | じにん【辞任】 / ・自サ) 辭職
N1,しんこう,振興,692,right,04,,,4 | しんこう【振興】 / 特色 振興 (使事物更為興成)
N1,しんしゅつ,進出,692,right,05,,,"5 | しんしゅつ【進出】 / -言 進入,打入,擠進,參加 : 向… / 展"
N1,しんてん,進展,693,left,16,,,"16 | しんてん【進展】 / 名.自功 發展,進展"
N1,そう,僧,693,left,17,,,17 | そう【僧】 / 藻造 僧但・ 出家人
N1,たずさわる,携わる,693,left,18,,,"18 | たずさわる【携わる】 / 條刀 參與,參加,從事,有關係"
N1,だったい,脱退,693,left,19,,,"19 | だったい【脱退】 / 名・自 退出,脫離"
N1,タレント,talent,693,left,20,,,"20 | タレント【talent】 / @ (藝術,學術上的)才能;演出者, / 播音員;藝人"
N1,たんてい,探偵,693,left,21,,,21 | たんてい【探偵】 / 作・他 偵探;偵查
N1,とうごう,統合,693,left,22,,,"22 | とうごう【統合】 / 名・他ゆ 統一,綜合 ・合併 ・ 集中"
N1,とっきよょ,特許,693,right,23,,,"| 23 | とっきよょ【特許】 / - 才:他め (法) (政府的) 特別許可: 專利 / | 特許,專利權"
N1,ほうさく,方策,693,right,25,,,25 |ほうさく【方策】 / 方策 / 3    ほうさく 太
N1,ゆうびんやさん,郵便屋さん,693,right,27,,,. | 27 |ゆうびんやさん【郵便屋さん】 / | る@ (口語)郵差 / :    ゆうびん や       はいたつ   く
N1,かんぶ,電部,694,left,00,,,0 | かんぶ【電部】                 和 / $ 主要部分;幹部(特指領導幹部)  下 / かん ぶ こう ほ    せんばつ                       :
N1,けんい,権威,694,left,04,,,"04 | けんい【権威】 / 公 權勢,權威,勢力;(具說服力的) / 權威,專家             生"
N1,けん々げん,権限,694,left,08,,,"os | けん々げん【権限】          1 / 2 權限,職權範圍          | / けんげん                      二"
N1,しゅっせ,出世,694,left,05,,,"05 |しゅっせ【出世】       | / 找自導 下凡;出家 ,入佛門;出生;出息, 上 / 成功,發跡"
N1,しゅにん,主任,694,right,,1,blank_entry_no,|しゅにん【主任】               24 / 主任                                   時 / かいけいしゅにん おういん
N1,しりぞく,退く,694,right,,1,blank_entry_no,| しりぞく【退く】 / 5 後退;離開;退位
N1,とうきゅう,等級,694,right,,1,blank_entry_no,| とうきゅう【等級】 / とうきゅう
N1,どうとう,同等,694,right,,1,blank_entry_no,| どうとう【同等】 / 同等(級) 同様資格 相等
N1,ひく,引く,694,right,,1,blank_entry_no,"| ひく【引く】 / 5後退;辭退;(潮)退,平息"
N1,ぶか,部下,694,right,,1,blank_entry_no,| ぶか【部下】 / 部下・属下
N1,ポジション,position,695,left,13,,,"13 | ポジション【position】 / 名) 地位・職位 , (棒) 守備位置 / 較ボジションに就く。"
N1,やくしょく,役職,695,left,14,,,14 | やくしょく【役職】 / る) 官職・職務 : 要職 / やくしょく   つ
N1,らんよう,沙用,695,left,15,,,"15 | らんよう【沙用】 / 名・他サ) 濫用,亂用 / しょっけん   らんよう"
N1,あつらえる,,695,left,01,1,blank_writing;suspicious_writing,"01 | あつらえる / 他下つ 點,訂做 / 較スーツをあつらえる。"
N1,オーダーメイド,(和) order - made,695,left,02,,,"02 | オーダーメイド 【 (和) order - / made】 / @ 訂做的貨,訂做的西服"
N1,おる,織る,695,left,03,,,03 | おる【織る】 / 他一 織 : 編 / はた   お
N1,からむ,絡む,695,right,04,,,"| 04 |からむ【絡む】 / ( 纏在上食纏 無理取開 ,找看; / | 密切相關,緊密糾纏"
N1,きちっと,,695,right,05,1,blank_writing;suspicious_writing,"05 |きちっと / | 而 整潔,乾乾淨淨;恰當;準時;好 / | 好地"
N1,ごしごし,,695,right,oe,1,blank_writing;suspicious_writing,"| oe |ごしごし / : 加 使力的,使勁的 / :   ゆか         ふ"
N1,しあがり,仕上がり,695,right,07,,,"| 07 |しあがり【仕上がり】 / i る) 做完,完成;(迎接比賽)做好準備 / :    し あ"
N1,したてる,仕立てる,695,right,00,,,"| 0 | したてる【仕立てる】 / ・ づつ 縫紉 ,製作(衣服); 培養 訓練 : / :   ようふく  し た"
N1,しゅげい,手芸,696,left,10,,,10 |しゅげい【手芸】      | 1 / 全手工藝(刺繡、編織等)      it / しゅげい 。 なら           :
N1,すすぐ,,696,left,11,1,blank_writing;suspicious_writing,"11 |すすぐ          | ・ / 三(用水)刷,洗滌;漱口      1 / 較口をすすぐ。         1 e"
N1,たがいちがい,互い違い,696,left,02,,,2 |たがいちがい【互い違い】 / 生 交互・交錯・交替        | 1 / しろくろたが ちが   あ        まし
N1,ちり,鹿,696,left,13,,,"13 |ちり【鹿】 / る 灰塵,垃圾;微小微不足道;少許, 1 / 絲毫;世俗,塵世;污點,骸髒    1 6"
N1,つぎめ,継ぎ目,696,left,44,,,"44 |つぎめ【継ぎ目】 / る 接頭,接繼;家業的繼承人;骨頭 ; / 的關節"
N1,つくろう,繕う,696,left,05,,,"5 | つくろう【繕う】 / tg修補,修繕;修飾,裝飾,擺;掩飾' i / 遮掩"
N1,ドライクリーニング,dry eaning,696,right,,1,blank_entry_no,| ドライクリ ーニング 【dry / eaning】                                   N1 / ' 乾洗
N1,はそん,破損,696,right,,1,blank_entry_no,|はそん【破損】                   作 / 自他サ) 破損・損壊
N1,ゆすぐ,濯ぐ,696,right,,1,blank_entry_no,) | ゆすぐ【濯ぐ】 / 五 洗光・刷洗・洗濯 : 激
N1,よごれ,汚れ,696,right,,1,blank_entry_no,"| よごれ【汚れ】 / 污穢,污物,骸髒之處"
N1,あたいする,値する,697,left,01,,,"01 | あたいする【値する】 / 言づ 值,相當於;值得,有...的價值 / ぎ ろん あたい"
N1,かくしん,革新,697,left,02,,,02 | かくしん【革新】 / ]       記-凶う 革新 / ぎ しe*つかくしん  ささ
N1,かこう,加工,697,left,03,,,03 | かこう【加工】 / 名-他ず 加工 / しょくひん   か こう
N1,きかく,規格,697,left,04,,,04 | きかく【規格】 / 規格 ・ 標準・規範 / き かく   あ
N1,グレードアップ,grade-up,697,left,05,,,05 |グレードアップ 【grade-up / 人 提高水準 / しょうひん                     はか
N1,こうぎょう,興業,697,left,06,,,"06 | こうぎょう【興業】 / @ 振興工業,發展事業 / 696 | 生產、產業"
N1,さんしゅつ,産出,697,right,07,,,| o7 |さんしゅつ【産出】 / i 思:他ず 生産 : 出産 / :  せき ゆ さんしゅう
N1,さんぶつ,産物,697,right,08,,,"os |さんぶつ【産物】 / i 全 (某地方的)產品,產物,物產;(某 / i 種行為的結果所產生的)產物"
N1,ていたい,停滞,697,right,09,,,| 09 | ていたい【停滞】 / | 名:自 停滞・停頓 : (貨物的)清氏 / :   せいさん 。 ていたい
N1,とくさん,特産,697,right,11,,,| 11 |とくさん【特産】 / | 特産土産 / :  ち ほう とくさんひん  か
N1,バイオ,biotechnology 之略,698,left,12,,,"12 |バイオ【biotechnology 之略】; , / sg 生物技術・生物工程陸       1 / 較バイオテクノロジーを用いる。 |"
N1,ハイテク,high-tech,698,left,13,,,13 |ハイテク 【high-tech】      1 / g (ハイテクノロジー属)高科技 <
N1,入一力一,maker,698,left,15,,,"15 |入一力一【maker】 0 / る 製造商,製造廠,廠商      1 6 / いちりゅう                             ロ"
N1,むら,斑,698,left,16,,,"16 |むら【斑】                     1 0 / 人 (顔色)不均名 ,有斑點;(事物)不齊', ;@ / 不定 ; 忽三忽四, (性情)易變       : 中"
N1,かいりょう,改良,698,left,01,,,"01 | かいりょう【改良】            吧 / 鐘凶吃 改良,改善          1 / 還品種改良が試みられる。    品"
N1,かちく,家畜,698,right,02,,,2 | かちく【家畜】 / |家畜を飼育する。                     25 / 飼養家畜。
N1,かんがい,溢激,698,right,03,,,3 | かんがい【溢激】 / -他ず 灌溉              同 / かんがいすい   きょうきゅう
N1,喜上353志<,凶作,698,right,04,1,suspicious_reading,"4|喜上353志<【凶作】 / ,災荒,欠收"
N1,こうさく,耕作,698,right,,1,blank_entry_no,| こうさく【耕作】 / 他 耕種
N1,さいばい,栽培,698,right,,1,blank_entry_no,| さいばい【栽培】 / 他 栽培 ・ 種村
N1,しいく,飼育,698,right,,1,blank_entry_no,| しいく【飼育】 / 色め 飼養(家畜) / か ちく    し いく
N1,すいでん,水田,699,left,09,,,"|        09 | すいでん【水田】 / 名) 水田',稻田 / はたけけ  すいでん"
N1,ちくさん,畜産,699,left,10,,,10 | ちくさん【畜産】 / る) (農)家番 : 畜産 / ちくさんきょう たずさ
N1,のうこう,農耕,699,left,11,,,11 | のうこう【農耕】 / |          農耕・耕作・種田 / |             のうこうせいかつ   おく
N1,のうじょう,農場,699,left,12,,,12 | のうじょう【農場】 / 名) 農場 / のうじょう   けいえい
N1,のうち,農地,699,left,13,,,"13 | のうち【農地】 / @ 農地 , 耕地 / のう ち   かいたく"
N1,ほげい,捕鯨,699,left,14,,,14 | ほげい【捕鯨】 / 名) 掠捕鯨魚 / ほ げい   ひ なん
N1,ゆうき,有機,699,left,15,,,15 | ゆうき【有機】 / 名) (化)有機;有生命力 / ゆう き さいばい   や さい
N1,ゆうぼく,遊牧,699,right,16,,,| 16 |ゆうぼく【遊牧】 / H      !        いかつ たいけん / | 較遊牧民の生活を体験している。
N1,らくのう,牙農,699,right,17,,,| 17 |らくのう【牙農】 / i @@) (農) (飼養奶牛、奶羊生產乳製品的) / i 酪農業
N1,りんぎょう,林業,699,right,18,,,| 18 |りんぎょう【林業】 / る 林業 / :    りんぎょう   さか
N1,うめたてる,埋め立てる,699,right,01,,,"- 01 |うめたてる【埋め立てる】 / | 人っ 填拓(海,河),填海(河)造地 / :    うみ   う    た"
N1,かいうん,海運,699,right,02,,,"“1 02 |かいうん【海運】 / i 會海運,航運 / :    かいうんぎょうかい きょう み"
N1,かいしゅう,改修,699,right,03,,,"E | 03 | かいしゅう【改修】 / | @.他功 修理,修復;修訂 / :    かいしゅうこう じ おこな"
N1,かいたく,開拓,700,left,04,,,04 |かいたく【開拓】           | 1 / 9ウ 開昌・開荒 :開本       本 / しじょう 。 かいたく
N1,かいはつ,開発,700,left,05,,,"05 | かいはつ【開発】          i 4 / 各包人 開發 ,開墾;啟發;(經過研究而) ! 6 / 實用化;開創,發展"
N1,こうぎょう,鉱業,700,left,00,,,0 |こうぎょう【鉱業】          | 。 / 全礦業 / こうきょうけん 又                   : 【
N1,こうざん,鉱山,700,left,07,,,07 |こうざん【鉱山】            1 。 / こうざん さいくつ                   和 / 圏鉱山の採掘。              ; 8
N1,しんちく,新築,700,left,00,,,"0 | しんちく【新築】            1 / 名:他ゆ 新建,新蓋;新建的房屋    6 / じ むしょ しんちく                 : 本"
N1,ゼネコン,general contractor | 1 之略,700,left,10,,,10 | ゼネコン【general contractor | 1 / 之略】             1 6 / る 承色商             1
N1,ちゃっこう,着工,700,right,,1,blank_entry_no,|ちゃっこう【着工】 / 自サ) 開工・ 動工                       N1 / こう も   らいげつちゃっこう
N1,ていぼう,堤防,700,right,,1,blank_entry_no,|ていぼう【堤防】              只 / 堤防 / ていぼう   けっかい
N1,どぼく,土木,700,right,,1,blank_entry_no,| どぼく【土木】 / 土木 土木工程
N1,とんや,問屋,700,right,,1,blank_entry_no,| とんや【問屋】 / 批發商
N1,ぼうせき,紡績,700,right,,1,blank_entry_no,| ぼうせき【紡績】 / 紡織 紡紗
N1,ほきょう,補強,700,right,,1,blank_entry_no,| ほきょう【補強】 / 他め 補強 ・ 増強・強化
N1,いとなむ,営む,701,left,01,,,"01 |いとなむ【営む】 / 4天 舉辦,從事;經營;,準備;建造"
N1,インフレ,inflation 之略,701,left,02,,,02 |インフレ【inflation 之略】 / 名) (經)通貨膨脹
N1,うわむく,上向く,701,left,03,,,"03 | うわむく 【上向く】 / 軍天(臉)朝上,仰;(行市等)上漲"
N1,えい,営,701,left,04,,,04 | えい【営】 / わたし ちち    じ えいぎきょう
N1,オーバー,over,701,left,05,,,"05 | オーバー 【over】 / 名・自他ゆ 超過, 超越;外套"
N1,經濟,,701,left,00,1,blank_writing;suspicious_writing,700 | 經濟
N1,オイルショック,(和) oil 十 i shock,701,right,oe,,,oe | オイルショック【(和) oil 十 / i shock】 / ; @ 石油危機
N1,かけい,家計,701,right,07,,,| 07 |かけい【家計】 / ・ る 家計・家庭経済汰況 / 3    かけい ささ
N1,こうきょう,好況,701,right,09,,,"| 09 | こうきょう【好況】 / … # ろ) (經)繁燊,景氣;,興旺 / :    けいき こうきょう む"
N1,こうたい,後退,701,right,10,,,"| 10 |こうたい【後退】 / … ! 時 後退,倒退 / :     けい き こうたい"
N1,ざいせい,財政,701,right,11,,,11 | ざいせい【財政】 / i る) 財政;(個人)經濟情況
N1,L選上3,市場,702,left,12,1,suspicious_reading,"12 | L選上3 [市場】       14 / る 菜市場,集市;銷路,銷售範圍, !e / 市場 交易所                1 ナ"
N1,したび,下火,702,left,13,,,"13 |したび【下火】             | / 全火勢漸弱 ,火將燻滅;(流行 勢力的) ! e / 哀退;底火                      1"
N1,せいけい,生計,702,left,14,,,14 | せいけい【生計】           1 / る) 謀生・生計・生活        記 / せいけい  Pa E
N1,そうば,相場,702,left,15,,,"15 | そうば【相場】            | / 行情,市價 ;投機買賣,買空賣空; ig / 常例,老規矩;評價"
N1,だっする,脱する,702,left,16,,,16 |だっする【脱する】       | / eう 光出・光脱 : 脱可・表開 : 脱落・ 1 / 漏控 : 脱稿 : 去捧 ・除揮       1
N1,どうこう,動向,702,left,17,,,17 | どうこう【動向】        1 。 / (社會・人心等)動向・超勢      畫
N1,とうにゅう,投入,702,right,,1,blank_entry_no,"| とうにゅう【投入】              26 / 他功 投入,扔進去;投入(資本、勞     經 / 等)                                    濟"
N1,はっそく・ほっそく,発足,702,right,,1,blank_entry_no,| はっそく・ほっそく【発足】 / 自サ) 開始(活動) : 成立
N1,バブル,bubble,702,right,,1,blank_entry_no,"| バブル 【bubble】 / 泡泡,泡沫;泡沫經濟的簡稱"
N1,はんじょう,繁盛,702,right,,1,blank_entry_no,"| はんじょう【繁盛】 / 自功 繁榮昌茂,興隆,興旺"
N1,ビジネス,business,702,right,,1,blank_entry_no,| ビジネス 【business】 / 事務 ・ 工作 : 商業・生意・寅務
N1,了一人A,boom,702,right,,1,blank_entry_no,|了一人A【boom】 / 潮
N1,ふきょう,不況,703,left,24,,,"24 | ふきょう【不況】 / 「         名(經)不景氣,蕭條 / ふ きょう おちい"
N1,ふけいき,不景気,703,left,25,,,25 | ふけいき【不景気】 / 名.形動 不景気・経演停滞・ 蓄條 : 没粧 / 神・憂鬱
N1,ぼうちょう,膨張,703,left,26,,,"26 | ぼうちょう【膨張】 / |       各自功(理)膨脹;增大,增加,擴大發展 / よ さん   ぼうちょう"
N1,ほけん,保険,703,left,27,,,27 | ほけん【保険】 / 名 保險;(對於損害的)保證 / せいめい ほ けん
N1,みつもり,見積もり,703,left,28,,,"28 | みつもり【見積もり】 / 包) 估計,估量 / み つ      だ"
N1,みつもる人,見積もる,703,left,29,,,29 | みつもる人【見積もる】 / 五 估計 / よ さん   み つ
N1,りゅうつう,流通,703,left,30,,,30 | りゅうつう【流通】 / 名・自(貨幣ヽ商品的)流丈 ・ 物流 / 702 | 交易
N1,交易,,703,left,02,1,blank_writing;suspicious_writing,702 | 交易
N1,いたく,委託,703,right,01,,,| 01 | いたく【委託】 / ; 吉.他ず 委託'託付 : (法)委託 代理人
N1,うちきる,打ち切る,703,right,92,,,"| 92 | うちきる【打ち切る】 / i 凶S(「切多」的強調說法)砍,切;停"
N1,オファー,offer,703,right,03,,,| 03 |オファー【offer】 / | 人 提出・提供 : 開信・報人
N1,lcE3Lk3,【交涉,703,right,05,1,suspicious_reading,"| 05 |lcE3Lk3[【交涉】 / | 全自導 交涉,談判;關係,聯繫"
N1,こきゃく,顧客,703,right,oe,,,oe |こきゃく【顧客】
