level,page,column,entry_no,headword,bracket,ocr_context
N1,669,right,08,ざだんかい,座談会,os |ざだんかい【座談会】 / i @ 座談會 / 3    ざ だんかい ひら
N1,669,right,oe,U2呈名,剛名,"oe |U2呈名【剛名】 / i 他2教育,培養,管教,教養(子女) / 日    こ ども"
N1,669,right,00,しつけ,農,"0 |しつけ【農】 / i 俞(對孩子在禮貌上的)教養,管教, / i 訓練;習慣"
N1,670,left,11,しゅうとく,習得,| 11 | しゅうとく【習得】      ! / 名 ・他サ) 學沂 學會 / 、 回日本語を習得する。      |
N1,670,left,02,じゅく,主,2 |じゅく【主】                    | / s 補習班 私塾        | / 回享を開く。         |
N1,670,left,03,しんど,進度,3 |しんど【進度】                  | / ミ 進度              : / しんど はや                          :
N1,670,left,04,せっきょう,説教,4 |せっきょう【説教】     1 / 記号 說教;教誨         1 / せんせい   せつきょう                        5
N1,670,left,05,てびき,手引き,"5 | てびき【手引き】            1 / 人を (輔導)初學者,啟蒙;入門,初 ;, / 級 ; 推薦,介紹 ;引路,導向     |"
N1,670,right,07,ドリル,dril,"7 |ドリル 【dril】 / 4鑽頭;訓練,練習                N1"
N1,670,right,08,站亡3,非行,"8 |站亡 3【非行】 / 不正當行為,違背道德規範的行為 / se全  はし"
N1,670,right,,ほいく,保育,? | ほいく【保育】 / a.他切) 保育
N1,670,right,00,ほうがく,法学,"0 | ほうがく【法学】 / ) 法學,法律學"
N1,670,right,01,ゆうぼう,有望,"1 | ゆうぼう【有望】 / 動 有希亡 ,有前途"
N1,670,right,02,ようせい,養成,"2 | ようせい【養成】 / -他め 培養,培訓;造就"
N1,671,left,23,レッスン,lesson,23 | レッスン【lesson】 / る) 一課 課程・課業 : 學習 / 較 レッスンを受ける。
N1,671,left,01,うけもち,受け持ち,"01 | うけもち【受け持ち】 / る 描任・主管 : 主管人 , 主管的事情 / う   も     せんせい"
N1,671,left,02,かがい,課外,02 | かがい【課外】 / 名) 課外 / か がいかつどう   さん か
N1,671,left,03,がんしょ,願書,03 | がんしょ【願書】 / @@ 申請書 / がんしょ   だ
N1,671,left,04,きぞう,寄贈,"04 | きぞう【寄贈】 / 名・他) 捐贈,贈送 / ほん   と しょかん   き ぞう"
N1,671,left,05,きょうがく,共学,"05 | きょうがく【共学】 / (男女或黑白人種)同校,同班(學習 / だんじょまきょうがく  すいしょう"
N1,671,right,oe,こうりつ,公立,| oe |こうりつ【公立】 / | @ 公立(不包含國立)         [ / :    こうりつ がっこう 。 かよ
N1,671,right,07,さずける,授ける,"| 07 | さずける【授ける】 / | 人下っ 授予,賦予,賜給;教授,傳授 / :    がく い   さず"
N1,671,right,08,選取3,志望,": 08 | 選取3【志望】 / i 寢-他吃 志願,希亨 / :     しんがく    し ぼう"
N1,671,right,00,とうこう,登校,"| 0 |とうこう【登校】 / i 所四仿 (學生)上學校,到校 / じ まえ とうこう"
N1,671,right,01,へいさ,義鎖,"| 1 |へいさ【義鎖】 / (名.貞他ず 封閉,關閉,封鎖 / 才   がっきゅうへい さ"
N1,671,right,42,ぼこう,母校,| 42 |ぼこう【母校】 / | 母校
N1,672,left,03,めんじよょ,免除,3 |めんじよょ【免除】         | / g-他ず 免除(義務 責任等)             i 章 / くひ めんじょ                      3
N1,672,left,,いいんかい,委員会,|いいんかい【委員会】          on / る 委員會            ee / がっきゅう い いんかい    9                        3
N1,672,left,02,うかる,受かる,"02 |うかる【受かる】              |o / 伍考上,及格,上榜        | 吧 / kwうがくしけん う                     3"
N1,672,left,03,オリエンテーション,orientation,"03 | オリエンテーション【orientation】  0 / 包 定向,定位,確定方針;新人教育' ji / 事前說明會"
N1,672,left,04,カンニング,cunning,04 |カンニング 【cunning】        1 e / 客員ゆ (考試時的)作商                所 / かく   も      3
N1,672,right,,ききとり,聞き取り,"|ききとり【聞き取り】 / 聽見,聽懂,聽後記住;(外語的) N1 / J"
N1,672,right,,きじゅつ,記述,"| きじゅつ【記述】 / Bう) 描述,記述;辣明 / き じゅつしき"
N1,672,right,,きまつ,期末,| きまつ【期末】 / 期末 / き まつ          はじ
N1,672,right,,きゅうがく,休学,| きゅうがく【休学】 / 自吃 休學 / だいがく   きゅうがく
N1,672,right,,きゅうしょく,給食,"| きゅうしょく【給食】 / 自吃(學校、工廠等)供餐,供給飲食 / きゅうしょく   9"
N1,672,right,,きょうか,教科,"|きょうか【教科】 / 教科,學科,課程 / きょうかしょ み       ~"
N1,673,left,11,げんてん,減点,11 | げんてん【減点】 / 名・他ず) 扣分;減少的分數 / げんてん   たいしょう
N1,673,left,12,こうしゅう,講習,"12 | こうしゅう【講習】 / 寢:他叻 講習,學習 / 団講習を受ける。"
N1,673,left,13,サボる,sabotage 之略,"13 | サボる【sabotage 之略】 / 他八 (俗)人怠工;偷懶,逃(學),上曠(課 / じゅぎょう"
N1,673,left,14,しゅうりょう,修了,14 |しゅうりょう【修了】 / 名・他め 學完(一定的課程) / か てい   しゅうりょう
N1,673,left,15,しゅつだい,出題,15 | しゅつだい【出題】 / 各自 (考試 詩歌)出題 / し けん   しゅうだい
N1,673,left,16,しょう,証,16 |しょう【証】 / |         各.漢這) 證明; 證據;證明書 講件 / がくせいしょう 。 ふんしつ
N1,673,left,17,しょぞく,所属,17 | しょぞく【所属】 / 各自 所屬; 附屬 / 672 | 學生生活
N1,673,right,48,しんにゅうせい,新入生,| 48 |しんにゅうせい【新入生】 / 1 包) 新生 / 3     しょうがっこう    しんにゅうせい 。 むか
N1,673,right,19,せいれつ,整列,| 19 | せいれつ【整列】 / . :直ゆ 整隊 ・排隊 ・ 排列 / :   いちれつ  せいれつ
N1,673,right,20,せんしゅう,専修,| 20 |せんしゅう【専修】 / - | 名地主修・専攻 / :    げいじゅう    んしゅう
N1,673,right,21,そうかい,総会,"| 21 |そうかい【総会】 / ・ 總會,全體大會 / :  せい と そうかい Ceんび"
N1,673,right,22,たいがく,退学,| 22 |たいがく【退学】 / ji 所自人 退學 / たいがく けつい
N1,673,right,23,ちょうこう,聴講,"23 | ちょうこう【聴講】 / … 1 人他吃 聽講,聽課;旁聽 / H   ちょうこうせい  かぎ"
N1,674,left,25,どうきゅう,同級,"25 | どうきゅう【同級】      時 / 同等級,等級相同;同班,同年級“ j【 / うぅう#\うせい  けっこん                 :"
N1,674,left,25,はん,班,25 |はん 【班】                   | 8 / 国班に分かれる。        | / 器 分班<
N1,674,left,28,ヒント,hint,28 |ヒント【hint】 / g 友示・暗示・提示 / あた                      3
N1,674,left,30,ぼっしゅう,没収,30 |ぼっしゅう【没収】    | / 全う (法) (司法護分的)当収・査抄・ | / . 充公
N1,674,right,,ゆう,優,"|ゆう【優】                    回 / 族 作對五分四級制的)優秀;優美, 孝 / 致;優異,優厚; 演員 ; 悠然自得"
N1,674,right,,よこく,予告,"|よこく【予告】 / 他サ) 預告,事先通知"
N1,675,left,01,いんきよ,隠居,"01 |いんきよ【隠居】      N1@ / 名.自功 隱居,',退休,',閒居;(閒居的)老 / こうがい   いんきょ"
N1,675,left,02,うちあげる,打ち上げる,"02 | うちあげる 【打ち上げる】 / 全2 (往高處)打上去, 發射 / 較花火を打ち上げる。"
N1,675,left,03,えんだん,縁談,03 |えんだん【縁談】 / 包) 親事 提親 : 説媒 / えんだん
N1,675,left,04,かいさい,開催,"04 | かいさい【開催】 / 名・他 開會,召開;舉辦 / かいさい"
N1,675,left,05,かんれき人,軍暦,"05 | かんれき人【軍暦】 / 遙 花甲,滿60 周歲的別稱 / かんれき   むか"
N1,675,left,06,きこん,既婚,06 |きこん【既婚】 / 名) 已婚 / き こんしゃ   み わ
N1,675,right,07,きたる,来る,"2 !07 |きたる【来る】 / 人 ; (人:點來,到來;引起,發生;下次的 / :    た 。 ついたち ひら"
N1,675,right,08,さいこん,再婚,"os |さいこん【再婚】 / | 所軍功再婚,改嫁 / :   ちち さいこん"
N1,675,right,09,さんご,産後,: 09 |さんご【産後】 / | る@ (婦女)分娩之後 / さんご ひだ    わる
N1,675,right,11,しゅさい,主催,| 11 |しゅさい【主催】 / | 主名 ・単導 / :  しんぶんしゃ しゅさい   ざ だんかい
N1,675,right,42,しんこん,新婚,| 42 |しんこん【新婚】 / | 新婚(的人) / :  しんこんせいかつ うらや
N1,676,left,03,せいだい,盛大,3 |せいだい【盛大】              ig / 、 橫 盛大'規模宏大;降軍      i 器 / 和AA                      an
N1,676,left,14,セレモニー,ceremony,"14 |セレモニー 【ceremony】  品 / 各典禮,儀式                         | 圖 / さん か                3 as"
N1,676,left,15,ていねん,定年,15 | ていねん【定年】            ; 回 / s 退休年齡 齊 / 団定年になる。          一
N1,676,left,16,ねんが,年賀,"16 | ねんが【年賀】 回 / 多 賀年,拜年  譯 / ねん が       か              is"
N1,676,left,17,はき,破棄,"17 |はき【破棄】 回 / -凶ヶ (文件、契約、合同等)廢棄,廢除', ; 劑 / 回婚約を破棄する。       | 2"
N1,676,left,19,ひなまつり,雛祭り,19 | ひなまつり【雛祭り】 / き 女見節・桃花節・偶人節
N1,676,right,,みあい,見合い,"|みあい【見合い】             回 / (結婚前的)相親 : 相抵,平衡,相稱 “ 償 / み あ けっこん                     式"
N1,676,right,,みこん,未婚,| みこん【未婚】                 會 / 未婚                に / みこん はは                         的
N1,676,right,,もよおす,催す,"| もよおす【催す】 / ) 舉行,舉辦;產生,引起 / もよお"
N1,676,right,,らいじょう,来場,| らいじょう【来場】 / ョ⑦ 到場・出席 / くるま     らいしじょう   、えんりょくだ
N1,677,left,01,あみ,網,01 | あみ【網】 / 宮 (用縄、線ヽ鐵弥等編的)網 : 法綱 / あみ            さかな   ひ    あ
N1,677,left,02,あやつる,操る,"02 | あやつる【操る】 / 五 操控,操縱;駕駛',駕馭;掌握 / 精通(語言)"
N1,677,left,03,うちわ,団扇,03 | うちわ【団扇】 / 名) 園局 : (相撲)裁判遍 / あお
N1,677,left,05,がんぐ,玩具,05 |がんぐ【玩具】 / 玩具 / がん ぐ             し*うけつ
N1,677,right,oe,クレーン,crane,"oe | クレーン【crane】 / | (る) 吊車,起重機 / :            ひ   あ"
N1,677,right,09,げんけい,原型,| 9 |げんけい【原型】 / i 名) 原型 模型 / 3   げんけい つく
N1,677,right,09,さお,午,"| 9 |さお【午】 / 1 る) 竿子・竹竿 釣竿 : 船管 : (助散詞 / | 用法)杆,根"
N1,677,right,40,ざっか,雑人,| 40 |ざっか【雑人 / i る) 生活雜貨 / :        ざっ か  みせ たくさん
N1,678,left,03,じぞく,持続,3 | じぞく【持続】 / sWW? 持續繼續堅持      | / こう か    し でヾ                       を
N1,678,left,43,じゅうばこ,重箱,43 |じゅうばこ【重箱】     1 / ミ 多層方木盒、套盒        i | / せもりょう り    twうばこ   つっ                :
N1,678,left,14,スチーム,steam,"14 | スチーム 【steam】           | 6 / ミ 蒸汽,水蒸氣;,暖氣(設備)     1 / へ やや                   せっ   3"
N1,678,left,15,ストロー,straw,15 |ストロー 【straw】 / s 吸管                         i【 / 回入上口一寢飲蕊。       1
N1,678,right,07,そり,機,7 |そり【機】 / ) 電機               N1 / そりを引く。                     23
N1,678,right,,たんか,担架,> | たんか【担架】              . / ) 擔架 / たん か   はこ
N1,678,right,,ちょうしんき,聴診器,) | ちょうしんき【聴診器】 / )(醫)聽診器 / ちょうしん き   むね   あ
N1,678,right,,ちょうほう,重宝,"| | ちょうほう【重宝】 / -形動-務う 珍寶,至寶;便利,方便; / 視,愛惜"
N1,678,right,,ちりとり,塵取り,| ちりとり【塵取り】 / 谷箕
N1,679,left,23,つえ,杖,"23 |つえ【杖】 / 名) 杞杖,手杖;依靠'靠山 / 一文"
N1,679,left,24,つかいみち,使い道,"24 | つかいみち【使い道】 / 沼 用法;用途,',用處 / つか  みち 。 かんが"
N1,679,left,25,つつ,筒,25 | つつ【筒】 / 名人筒・管 : 糧筒 : 槍管 / たけ  つう   で   和ゆ
N1,679,left,26,一!手,壺,"26 | 一!手【壺】 / 貸 罐,壺,猴;要點,關鍵所在 / ちゃつぼ   チコ    だ"
N1,679,left,27,ティッシュペーパー,tissu paper,27 | ティッシュペーパー【tissu / paper】 / 名 衛生紙
N1,679,left,28,でんげん,電源,28 | でんげん【電源】 / 名 電力資源 : (供電的) 電源 / でんげん   き
N1,679,left,29,とうき,陶器,29 | とうき【陶器】 / 名 陶器 / 678 | 工具
N1,679,right,31,とりあつかい,取り扱い,"31 |とりあつかい【取り扱い】 / ・ 創對待,待遇;(物品的)處理,使用,"
N1,679,right,32,とりつける,取り付ける,| 32 | とりつける【取り付ける】 / | 他下つ 安裝(機器等) ; 經常光顧; (商) / | 擠兌;取得
N1,679,right,,is31に,和荷,is3 1に【和荷 / i る)(括帯 運輸的)行李・貨物 : 負描・ / i 累著
N1,679,right,34,はた,機,| 34 |はた【機】 / i 織布機
N1,679,right,35,バッジ,badge,| 35 | バッジ【badge】 / i る)役章
N1,680,left,36,バッテリー,battery,36 |バッテリー【battery】           | / き 電池・著電池 / 団バッテリーがあがる。
N1,680,left,37,フィルター,fllter,"37 |フィルター【fllter】 / ミ 過濾網,濾紙;濾波器,濾光器  押 / と                  :"
N1,680,left,38,ホース,(荷) hoos,"38 |ホース【(荷) hoos】          1 / 全 (濕水用的)塑膠管,水管           1 / ま                             :"
N1,680,left,03,ポンプ,(荷) pomp,3 | ポンプ【(荷) pomp】         1 / る 抽水機・波筒          1 ( / ず                            :
N1,680,left,40,もけい,模型,40 | もけい【模型】 / 多 (用於展覽、實驗、研究的實物或抽 3; / 象的)模型
N1,680,left,41,もの,物,41 | もの【物】 / 名:和馬) (有形或無形的)物品 事情: / 所有物 : 加強語氣用;表回憶或希鹿; |
N1,680,right,03,ゆみ,弓,3 | ゆみ【弓】 / ) 弓 : 弓形物
N1,680,right,04,ようひん,用品,4 | ようひん【用品】 / ) 用品 ・ 用具
N1,680,right,05,ロープ,rope,5 |ロープ 【rope】 / せんたく
N1,680,right,,いんかん,印鑑,"「 | いんかん【印鑑】 / 印,圖章;印鑑"
N1,681,left,02,二悶2,炬糯,"o2 | 二悶2【炬糯】 / 含(架上蓋著被,用以取暖的)被爐, / 暖爐"
N1,681,left,03,コンパス,(荷) kompas,"03 | コンパス【 (荷) kompas】 / 名 圓規;羅盤,指南針;腿(的長度), / 腳步(的幅度)"
N1,681,left,04,ちゃくせき,着席,"04 | ちゃくせき【着席】 / 客.自功 就坐,入座,入席"
N1,681,left,05,とぐ,研ぐ・磨ぐ,05 | とぐ【研ぐ・磨ぐ】 / ょう   と / 団包丁を研ぐ。
N1,681,left,06,ドライバー,driver,"06 | ドライバー 【driver】 / (「screwdriver」之略稱) 螺絲起子 / ぼ,         た"
N1,681,left,07,にじむ,港む,07 | にじむ【港む】 / (顏色等)滲出 '滲入;(汗水、眼淚 / 血等)慢慢滲出來
N1,681,right,08,ねじまわし,ねじ回し,o8 | ねじまわし【ねじ回し】 / | @@ 螺絲起子 / まわ          し
N1,681,right,oy,ばらす,,"| oy |ばらす / i @人(把完整的東西)弄得七零八落;(俗) / i 殺死,殺掉;賣掉,推銷出去;揭穿 ,"
N1,681,right,10,ばんのう,万能,"| 10 |ばんのう【万能】 / i @) 萬能',全能,全才 / 1   ばんのうほうちょう いちばんこの"
N1,681,right,03,ボルト,boH,"| 3 |ボルト【boH】 / | る 螺栓,螺絲 / H            し"
N1,682,left,01,レンジ,range,1 | レンジ 【range】 / 微波建(「電子レンジ」之略稲)!」 / 範圍;射程;有效距離       :
N1,682,left,00,うつわ,器,"0 |うつわ【器】         | / る 容器・器具 : オ能・作 , 器量 / 吝 器量大。            和"
N1,682,left,,人21おさまる,収まる・納まる,"人2 1おさまる【収まる・納まる】 / “全 容納: (被)繳納;解決,結束;滿 | / 、 意,泰然自若;復原"
N1,682,left,03,おむつ,,03 |おむつ         | / 、 包尿布
N1,682,right,04,けいき,計器,"4 |けいき【計器】          區 / @) 測量儀器,測量儀表         十 / ft直上 っ                              具"
N1,682,right,05,ナプキン,napkin,5 | ナプキン 【napkin】 / #) 餐巾;擦嘴布;衛生綿
N1,682,right,06,さかずき,杯,6 | さかずき【杯】 / #) 酒杯 : 推杯換病 酒宴 : 飲酒為盟 / さかずき   か                と
N1,682,right,07,はじく,弾く,"7 | はじく【弾く】 / 5五) 彈;打算盤;,防抗,排斥"
N1,682,right,08,ふきん,布巾,8 |ふきん【布巾】 / ) 抹布 / ふ きん   じょきん
N1,683,left,09,ヘルスメーター,(和)health 十meterj,"09 | ヘルスメーター【(和)health / 十meterj】 / 偏(家庭用的)體重計,磅秤"
N1,683,left,10,ほじゅう,補充,10 | ほじゅう【補充】 / 名・他ず 補充 / ちょう み りょう    ほ じゅうぅ
N1,683,left,01,ボット,pot,1 | ボット【pot】 / 名) 壺 : 熱水瓶 / でんどう           ゆめ 。 わ
N1,683,left,12,めもり,目盛・目盛り,12 | めもり【目盛・目盛り】 / 今 (量表上的)度数 ・ 刻度 / め も       C
N1,683,left,01,かいぞうど,解像度,01 | かいぞうど【解像度】 / 遙 解析度 / かいぞう ど   たか
N1,683,left,02,かいろ,回路,02 | かいろ【回路】 / @) (電)回路 線路 / 682 | 燈光照明、光學儀器、音響、信息器具
N1,683,right,03,こうこう(と,糧々(と),"| 03 | こうこう(と) 【糧々(と)】 / i 間)(文)光亮,通亮"
N1,683,right,,o41ストロボ,strobe,| o4 1ストロボ【strobe】 / る 閃光燈
N1,683,right,05,トランジスタ,transistor,| 05 | トランジスタ 【transistor】 / i @ 電晶體;(俗)小型
N1,683,right,06,がれる,,| 06 |がれる / i 中 (攝)按快門時(照相機)彈重
N1,683,right,07,モニター,monitor,"| @7 |モニター 【monitor】 / ; @ 監聽器,監視器;監聽員;評論員"
N1,683,right,om,ランプ,(荷・英) lamp,"om |ランプ【(荷・英) lamp】 / i る) 燈,煤油燈;電燈"
N1,684,left,09,げんぞう,現像,09 |げんぞう【現像】         | / げんでぞう / 圏フィルムを現像する。     |
N1,684,left,10,さいせい,再生,"10 |さいせい【再生】           | l / g'和他吃 重生,再生,死而復生;新生, ! ! / (得到)改造,(利用廢物加工,成為新 !("
N1,684,right,01,ないぞう,内蔵,"1 | ないぞう【内蔵】 / -り) 裡面包藏,內部裝有;內庫'宮  N1 / i的府庫                                        23"
N1,684,right,,バージョンアップ,version up,| バージョンアップ 【version up】 / ) 版本升級 / 1バージョン アップができる。
N1,685,left,01,あっせん,韓旋,"01 | あっせん【韓旋】 / 客.他功 幫助;,關照;,居中調解,翰旋; / 介紹"
N1,685,left,02,いっきょに,一挙に,02 |いっきょに【一挙に】 / ) 一下子 一次 / もんだい  いっきょ  かいけつ
N1,685,left,03,いどう,異動,03 | いどう【異動】 / 年@ゆ 異動・遂動・調動 / じん じ い どう おこな
N1,685,left,04,おう,負う,"04 | おう【負う】 / 他五 負責;背負,遭受;多虧,借重;## / せきにん  お"
N1,685,left,05,おぴる,帯びる,"05 | おぴる 【帯びる】 / 凶上玉帶,佩帶;承擔,負擔;帶有 / 帶著"
N1,685,right,06,カムバック,comeback,"| 06 | カムバック 【comeback】 / 1 扣.自功 (名聲、地位等)重新恢復,重回 / | 政壇;東山再起"
N1,685,right,07,かんご,看護,| 07 | かんご【看護】 / 1 (-他う 護理(病人) ・ 看護 ・ 看病 / 5   びょうにん かんご
N1,685,right,og,きどう,軌道,| og |きどう【軌道 / : @ (鐵路、機械、人造衛星、天體等的) / ・ 軌道;正軌
N1,685,right,09,キャリア,career,| 09 | キャリア【career】 / “| @ 履歴経歴: 生涯・戦業: (高級公 / | 務員考試及格的)公務員
N1,686,left,11,きんむ,勤務,11 |きんむ【勤務】                     | / る. 工作・ 勤務・ 職務            邊 / きん む けいたい    か                             :
N1,686,left,03,くぎり,区切り,3 |くぎり【区切り】       「 / 信句讀;文章的段落;工作的階段 。“ i!
N1,686,left,14,くみこむ,組み込む,14 | くみこむ【組み込む】            1 / 三編入;入伙;(印)排入          :【 / よ てい    く     這                          :
N1,686,left,16,ごえい,護衛,16 | ごえい【護衛】                1 。 / で 護衛・保衛・警衛(員)      1 / しゅしょう    ご えい                               :
N1,686,left,07,こよう,雇用,7 |こよう【雇用】       | / 宮地 雇用 ; 就業 / 中
N1,686,right,,さいよう,採用,| さいよう【採用】               24 / -他ず 採用(意見) ・採取 : 録用(人員) 農 / さいようしけん う                        業
N1,686,right,,さしず,指図,"| さしず【指図】 / -由ゆ 指示,吩咐,派這,發號施令; / 定・ 指明 ;圖面,設計圖"
N1,686,right,,さしつかえる,差し支える,") | さしつかえる【差し支える】 / 六(對工作等芒礙 妨害 ,有壞影響; / 到不方便,發生故障,出問題"
N1,686,right,01,さんきゅう,産休,1 | さんきゅう【産休】 / 產假 / さんきゅう   はい
N1,686,right,,じしょく,辞職,| じしょく【辞職】 / 本疙 辭職 / 辞職を余儀なくされる。
N1,687,left,23,システム,system,"23 | システム 【system】 / 名) 組織;體系,系統;制度 / か"
N1,687,left,24,しめい,使命,24 | しめい【使命】 / 名 使命・任務 / し めい   は
N1,687,left,25,しゅうぎょう,就業,"25 | しゅうぎょう【就業】 / 名・自サ) 開始工作・ 上班 : 就業(有一邊 / 職業) ,有工作"
N1,687,left,26,じゅうじ,従事,26 | じゅうじ【従事】 / 名・自ゆ 作 従事 / けんきゅう   じゅぁう じ      ひと   おお
N1,687,left,27,しゅえい,守衛,27 | しゅえい【守衛】 / 包) (機開等的) 警衛・ 守衛 : (國會的 / 警備員
N1,687,left,28,しゅっしゃ,出社,28 |しゅっしゃ【出社】 / 名・自の 到公司上班 / ン    しゅっしゃ
N1,687,right,29,しゅつどう,出動,| 29 | しゅつどう 【出動】 / | 所四9) (消防隊、警察等)出動 / :   けいかん しゅつどう
N1,687,right,30,しょうしん,昇進,30 | しょうしん【昇進】 / | 外貞 電灯 ・轟趣・高昇 / :   しょうしん はや
N1,687,right,31,しよう,私用,31 | しよう【私用】 / ; 寢:他功 私事 私用 個人使用 : 私自使 / | 用・次用
N1,687,right,32,しょくむ,職務,| 32 |しょくむ【職務】 / ; 人る) 職務・任務 / :    しょくむ   っ
N1,687,right,33,しょむ,庶務,33 | しょむ【庶務】 / | る 総務・庶務・雑物 / 和   しょむ か しょかん
N1,687,right,34,じんざい,人材,34 | じんざい【人材】 / ; 人オ / :   じんざい
N1,687,right,35,しんにゅう,新入,"| 35 | しんにゅう【新入】 / 久) 新加入,新來(的人)"
N1,688,left,03,スト,strike 之略,3 |スト【strike 之略】       i 1 / る 罷工 。 / 回電車がストで参った。     1 。
N1,688,left,37,ストライキ,strike,37 |ストライキ【strike】 / g叶 罷工; (學生)罷課            1 / 回ストライキを打つ。      1 4
N1,688,left,38,せきむ,南務,"38 | せきむ【南務】               「 / 3職責,任務            i【 / こっか たい      せき む                     :"
N1,688,left,39,セクション,section,39 |セクション【section】  ] / 部分 ・工割・段・民域:節・項*科: iE / (報紙的)欄             i 上
N1,688,left,40,たぼう,多忙,"40 |たぼう【多忙】              i / 笠嗎 百忙,繁忙,忙碌       | 點 / たぼう きわ                     國轉"
N1,688,left,41,つとまる,務まる,41 |つとまる【務まる】         i 區 / 昌5 勝任                  | 圖 / ぎ5ょう やく つと                  :
N1,688,right,02,つとまる,勤まる,"2 | つとまる【勤まる】 / ぉ 勝任,能擔任           N1 / わたし      つと"
N1,688,right,03,つとめさき,勤め先,"3 |つとめさき【勤め先】      デ / 工作地點,工作單位         作 / 3あ    さき   たず"
N1,688,right,,てわけ,手分け,"| てわけ【手分け】 / 計 分頭做,分工 / で            さ ぎょう"
N1,688,right,,てんきん,転勤,"|てんきん【転勤】 / 特總 調職,調動工作 / べ きん   てんきん"
N1,688,right,,てんにん,転任,"| てんにん【転任】 / 邊の 轉任,調職,調動工作 / ち ほう し てん   てんにん"
N1,689,left,48,とくは,特派,"48 | とくは【特派】 / 名・他ず) 特派,特別派貴 / もゅうざい   とく は いん  もう   し     、"
N1,689,left,49,ともかせぎ,共稼ぎ,49 | ともかせぎ【共稼ぎ】 / 店ゆ 夫妻都上班 / ともかせ      がん ば
N1,689,left,50,ともなう,伴う,"50 | ともなう【伴う】 / gf 隨同,伴隨;隨著;相符 / ともな"
N1,689,left,51,ともばたらき,共働き,51 | ともばたらき【共働き】 / 名・自サ) 夫妻都工作 / ふう ふ ともはたら      ほう   おお
N1,689,left,52,トラブル,trouble,"52 | トラブル 【trouble】 / 包 糾紛,糾葛,麻煩;故障 / かいけつ"
N1,689,left,53,とりこむ,取り込む,"53 | とりこむ【取り込む】 / 計s5(因吾事或意外面)忙大 : 健準來 : / 騙取,侵吞;拉攏,籠絡"
N1,689,right,54,になう,担う,"| 54 | になう【担う】 / it 擔,挑;承擔,肩負 / | 圖責任在据9,"
N1,689,right,05,ねまわし,根回し,"| 5 |ねまわし【根回し】 / | @ (為移栽或使果樹增產的)修根,砍 / | 掉一部份樹根;事先協調,打下基礎,"
N1,689,right,57,はいふ,配布,"57 |はいふ【配布】 / | 宮地吃 散發 / | 圖資料在配布本名,"
N1,689,right,58,はかどる,,58 |はかどる / | (お (工作、工程等)有進展 / :     しざと
N1,690,left,02,ふくぎょう,副業,s2 |ふくぎょう【副業】 / る 副業 / みんげいひんづく            ふくきょう                                        :
N1,690,left,,s31ふくし,福祉,s3 1ふくし【福祉】                1 / 多 福利・ 福祉 / をも . おく                           :  |
N1,690,left,04,ぶしょ,部署,"$4 |ぶしょ【部署】              軒 / る 工作崗位,職守         點 / ぶ しょ    つ                                  H"
N1,690,left,06,ぶもん,部門,6 | ぶもん【部門】 / る 部門・部類・方面
N1,690,right,07,ぶらぶら,,"7 | ぶらぶら                          2 / 自人(縣空的東西)昂動 ,搖昂;啃邑; 髒 / 工作;(病)拖長,纏綿                  *"
N1,690,right,08,プレイク,break,8 | プレイク 【break】 / サ変 (拳撃)抱持後分開 : 休息 : 突破・ / 穫
N1,690,right,,フロント,front,? |フロント【front】 / 5) 正面前面 : (軍)前線・ 戦線 : 橋喜 / でん わ
N1,690,right,00,ぶんぎょう,分業,0 | ぶんぎょう【分業】 / ・他サ) 分工 : 専業分工 / し:を   ぶんぎょう
N1,690,right,,ほうし,奉仕,"| | ほうし【奉仕】 / -貢ゆ (不計報酬而)效勞,服務;廉價 / 專心於服務活動。"
N1,691,left,72,まかす,任す,]       72 | まかす【任す】 / (五 委託・託付 / し ごと   まか
N1,691,left,73,むすびつく,結び付く,"73 | むすびつく【結び付く】 / ]    自五 連接,結合,繫;密切相關,有聯 / 繫,有關連"
N1,691,left,74,むすび,結び,74 | むすび【結び】 / 多 繋 ・建結・打結 : 結束 ・結尾 : 飯粒 / はなし  むす      か
N1,691,left,75,ようご,養護,75 | ようご【養護】 / 名・他) 護養 ; 扶養 : 保育 / とくべつよう ご ろうじん          はい
N1,691,left,77,リストラ,restructuring 之略,"77 | リストラ【restructuring 之略 / る) 重建 政組 , 調整 : 裁員 / くび"
N1,691,right,79,杞妃万(At,連帶,"| 79 |杞妃万(At【連帶】 / i 侯,自功 團結,協同合作; (法)連帶,共 / | 同負責"
N1,691,right,,ao1ろうりょく,労力,"| ao 1ろうりょく【労力】 / | る (經)勞動力,勞力;費力,出力 / :   ろうりょく  つい"
N1,691,right,00,かぎょう,家業,| 0 | かぎょう【家業】 / | る) 家業 : 祖業  (謀生的)職業・行業 / H    かきょう 。 つ
N1,692,left,04,ガイド,guide,"“04 |ガイド【guide】 / 世人9導遊:指南,入門書 ; 引導,導航"
N1,692,left,05,ぎせい,欄牲,05 |ぎせい【欄牲】             1 / る 犠牲 (旋某事業付出的)代作       人
N1,692,left,00,きゅうじ,給仕,0 |きゅうじ【給仕】        | / 和自疙 伺候(吃飯) ; 服務生     1
N1,692,left,00,きょうしょく,教職,0 |きょうしょく【教職】    和 / 教師的職務 : (宗教導信徒的職務 ji:
