level,reading,writing,page,column,entry_no,needs_review,review_reason,ocr_headword,ocr_bracket,ocr_context
N2,ぽい,,515,left,34,1,blank_writing,ぽい,,"34 | ぽい / (欠尾・形尋) (前接名詞、動詞連用形,構 / 成形容詞) 表示有某種成分或傾向"
N2,語言(2,,515,left,14,1,blank_writing;unexpected_reading_chars;suspicious_reading,語言(2,,514 | 語言(2)
N2,やく,訳,515,right,38,1,duplicate_reading,やく,訳,"i38 | やく【訳】 / 譯,翻譯;漢字的訓讀"
N2,あら,,516,left,00,1,blank_writing,あら,,0 |あら             1 / g (女性用語) (出乎意料或驚訝時發出 i【 / 的聲音)唉呀 ! 唉唷                     す
N2,あんなに,,516,left,03,1,blank_writing,あんなに,,"3 | あんなに         1 G / ” 那麼地 , 那樣地      し / 被害があんなにひどいとは思わ | !"
N2,表達(1,,517,left,16,1,blank_writing;unexpected_reading_chars;suspicious_reading,表達(1,,516 | 表達(1)
N2,くれぐれも,,517,right,09,1,blank_writing,くれぐれも,,"| 9 | くれぐれも / | 人 反覆,周到 / :            き"
N2,さて,,518,left,26,1,blank_writing,さて,,"26 |さて                     : 3 / #革.還一旦,果真;那麼,卻說,於 1 / 是; (自言自語,表猶豫)到底,那可.. | ,"
N2,しかも,,518,left,02,1,blank_writing,しかも,,"2 |しかも                  i 1 / 2 而且 並且;而 ,但 ,卻;反而 ,竟然, ;i[ / 信管如比埋...                |"
N2,できれば,,519,left,38,1,blank_writing,できれば,,38 | できれば / (人 可以的話・可能的話 / はや   き
N2,ですから,,519,left,39,1,blank_writing,ですから,,39 | ですから / (生 所以 / き     はな
N2,どうも,,519,left,41,1,blank_writing,どうも,,"41 | どうも / 便(後接否定詞) 怎麼也...; 總覺得 / 似乎 ;實在是,真是"
N2,表達(2,,519,left,18,1,blank_writing;unexpected_reading_chars;suspicious_reading,表達(2,,518 | 表達(2)
N2,どころ,,519,right,42,1,blank_writing,どころ,,"| 42 | どころ / (必) (前接動詞連用形)值得..的地方 , / i 應該“的地方 ; 生産...的地方 : 們"
N2,とにかく,,519,right,44,1,blank_writing,とにかく,,"44 | とにかく / i 人) 總之,無論如何,反正 / :          ま"
N2,なお,,519,right,46,1,blank_writing,なお,,"46 | なお / | 思.摟) 仍然,還 ,尚;更,還,再;猶如, / | 如 ;尚且,而且,再者"
N2,なにも,,520,left,04,1,blank_writing,なにも,,"4 |なにも                       : / 醃-委(後面常接否定)什麼也...,全 j. / 都...: 並(不) , (不)必"
N2,なんて,,520,left,50,1,blank_writing,なんて,,"50 | なんて                   圖 / 認) 什麼的 ,..‧之類的話 ; 說是...;(輕 j , / 視)叫什麼.“-來的等等,之類;表示 j:"
N2,はあ,,520,right,04,1,blank_writing,はあ,,"4 | はあ                        ・ / (應答聲)是,唉;(薦訝聲)蝦          言 / はあ、かしこまりました."
N2,はきはき,,520,right,05,1,blank_writing,はきはき,,5 | はきはき / 吃) 活潑伶俐的樣子 : 乾脆 ・ 爽快 : / 動作)俐落
N2,ぶがつぶつ,,521,left,64,1,blank_writing,ぶがつぶつ,,"64 | ぶがつぶつ / (名・副) 嘮叨,抱怨,嘟囊;煮沸貌;粒 / 狀物 ,小疙瘩"
N2,表達,,521,left,20,1,blank_writing;unexpected_reading_chars;suspicious_reading,表達,,520 | 表達 (3)
N2,まあ,,521,right,65,1,blank_writing,まあ,,"| 65 |まあ / | 到.大) (安撫、和勸阻)暫且先',一會;蹭。 4"
N2,こう,校,522,right,07,1,duplicate_reading,こう,校,7 | こう【校】 / 全 學校 ; 校對                               N2
N2,しゅう,集,523,left,16,1,duplicate_reading,しゅう,集,16 | しゅう【集】 / (沽這) (詩歌等的)集 : 聚集 / ぶんがくぜんしゅ$う    あ
N2,しょう,章,523,left,19,1,duplicate_reading,しょう,章,"19 | しょう【章】 / 色) (文章,樂章的)章節;紀念章,微章 / 522 | 文章文書、出版物(2)"
N2,二名,刷名,523,right,24,1,unexpected_reading_chars;suspicious_reading,二名,刷名,| 24 |二名 【刷名】 / ; (五) 印刷 / | 遼ポスターを肌る。
N2,たいしょう,対昭,524,left,,1,duplicate_reading,たいしょう,対昭,"|たいしょう【対昭】         | / 。 皿全) 對照,對比 / 有"
