level,page,column,entry_no,headword,bracket,ocr_context
N3,269,right,22,てきとう,適当,22 | てきとう【適当】 / “| 反光適當;適度;隨便 / 5   そうべつかい  。 てきとう  みせ  さが
N3,269,right,23,できる,,i 23 |できる / “| 到完成;能夠 / しゅうかん
N3,269,right,24,てってい,徹底,"| 24 | てってい【徹底】 / 多 徹底;傳遍,普遍,落實 / ee   てってい   5ょうさ おこな"
N3,269,right,25,とうぜん,当然,"| 25 |とうぜん【当然】 / i (點六)當然,理所當然 / 「 | 圏夫は家族を養うのが当然だ"
N3,269,right,26,ぬるい,温い,"| 26 |ぬるい【温い】 / | @ 微溫,不冷不熱,不夠熱 / : _ かんが かた ぬる"
N3,270,left,27,のこす,残す,"27 | のこす【残す】            較 / es 留下',剩下;存留;遺留;(相撲 1 / 頂住對方的進攻)開腳站穩      |"
N3,270,left,28,はんたい,反対,28 | はんたい【反対】           1 / いけん はんたい               :
N3,270,left,29,ふかのう(な,不可能(な),"29 | ふかのう (な) 【不可能(な)】 | / WE 不可能的,做不到的           時"
N3,270,left,09,かいけつ,解決,"。 9 |かいけつ【解決】           | / 把晤史 解決,處理 / もんだい かいけつ                  1"
N3,270,left,92,護(WALw<,解生,092 |護(WALw<【解生】          | / | 5 解種・理解・説明 / |     ただ   かいしゃく<                  8
N3,270,left,03,かなり,,03 | かなり                   | / | を 相党・眼 / 図かなり疲れる。        |
N3,270,right,04,さいこう,最高,"4 | さいこう【最高】 / 4一) (高度、位置、程度)最高,至高“_N3 / 上;頂,極,最"
N3,270,right,05,さいてい,最低,5 | さいてい【最低】 / -形動) 最低 最差・最壊 / きみ   さいてい おとこ
N3,270,right,06,そのうえ,その上,"6 | そのうえ【その上】 / 晤) 又,而且,加之,兼之 / しつ                 うえね だん   やす"
N3,270,right,07,そのうち,その内,"7 | そのうち 【その内】 / 運呈) 最近,過幾天,不久;其中 / あに        うちかえ                 しばら"
N3,270,right,08,それぞれ,,8 | それぞれ / ) 毎個(人) ・ 分別 ・ 各自
N3,270,right,09,だいたい,大体,9 | だいたい【大体】 / 大部分 : 大致 大概 / この曲はだいたい弾けるように
N3,271,left,10,だいぶ,大分,10 | だいぶ【大分】 / 客:形動) 入・順・相営・相営地・ 非常 / 圏だいぶ日が長くなった。
N3,271,left,11,ちゅうもく,注目,11 | ちゅうもく【注目】 / (和・他サ :自サ) 注目 ・ 注視 / ひと 52もく
N3,271,left,12,ついに,遂に,12 | ついに【遂に】 / 食) 終於;竟然;直到最後 / つい あらわ
N3,271,left,13,とく,特,"13 | とく【特】 / W鞍) 特,特別,與眾不同 / とくとうせき    章"
N3,271,left,14,とくちょう,特徴,"14 | とくちょう【特徴】 / | 會特徵,特點 / とくちょう       かお"
N3,271,left,15,なっとく,納得,15 | なっとく【納得】 / 名:他ず) 理解・領會 : 同意 信服 / なっとく
N3,271,left,16,ひじょう,非常,"16 | ひじょう【非常】 / 名・形動) 非常,和很,特別;緊急, 緊迫 / しゃいん  ていあん   ひ しょう  し*う し"
N3,271,right,17,ベつ,別,| 17 | ベつ【別】 / i 名.形動.灌彈 分別 * 區分 : 分別 / :   ベべつ ほうほう かんが_
N3,271,right,18,べつベつ,別々,| 18 | べつベつ【別々】 / i (あ動)各自分別 / 5   べつべつ けんき%う
N3,271,right,09,未志未名,纏未名,"| 9 |未志未名【纏未名】 / | 在一起 ; 集中起來,概括起來,有條理 / :   い けん"
N3,271,right,20,まとめる,纏める,"| 20 |まとめる【纏める】 / | eつ) 解決結束 ;總結,概括;匯集, / i 收集;整理,收拾"
N3,271,right,01,やはり・やっぱり,,"| z1 | やはり・やっぱり / : 仙) 果然;還是,仍然 / :         おも"
N3,271,right,22,りかい,理解,"| 22 |りかい【理解】 / | 還和旬9理解,領會,明白;體諒,諒 / :   かのじょ かんが   り かい"
N3,271,right,23,わかれる,分かれる,"| 23 |わかれる【分かれる】 / 1 (moっ) 分裂;分離,分開;區分,劃分! / | 區別"
N3,272,left,24,わける,分ける,"。 24 |わける【分ける】 / fr一分,分開);區分,劃分;分配, jj / 分給;分開,排開,擠開       1"
N3,272,left,01,あたりまえ,当たり前,"01 | あたりまえ【当たり前】       轉 / 、 會當然,應然;平常,普通     1 / Lゃっきん かえ      あ    まえ       %"
N3,272,left,02,うる,得る,02 |うる【得る】               1 。 / 。 墅引 得到;領悟         it / 。 回得名寢鋪加多tw      1 6
N3,272,left,03,える,得る,"「  03 |える【得る】              la / 本 得,得到;領悟,理解;能夠     1 4 / しき 。 えぇ                   H"
N3,272,left,,在獲得知識・1,、 4 |かん【観,"| 在獲得知識・            1【 / 、 4 |かん【観】          1 ・ / 和 觀威,印象,樣子 觀看;觀點 1"
N3,272,left,04,かん,観,"、 4 |かん【観】          1 ・ / 和 觀威,印象,樣子 觀看;觀點 1 / じんせいか   か                   1"
N3,272,left,06,くふう,工夫,6 |くふう【工夫】             |
N3,272,right,,くわしい,詳しい,"| くわしい【詳しい】       30 / 詳細;精通,熟悉          思 / じ しょう   くわ                                考"
N3,272,right,,けっか,結果,| けっか【結果】 / 兩他功 結果 結局 / けっ か      み
N3,272,right,,せいかく,正確,"| せいかく【正確】 / -末動) 正確,準確 / せいかく    き ろく"
N3,272,right,,ぜったい,絶対,"| ぜったい【絶対】 / 到) 絕對,無與倫比;堅絕,斷然,一定 / ぜったい  おもしろ"
N3,272,right,,ちしき,知識,) | ちしき【知識】 / 知識 / ちしき え
N3,272,right,,てき,的,"| | てき【的】 / 必・形動) (前接名詞)關於,對於;表示 / 態或性質"
N3,273,left,12,できごと,出来事,12 | できごと【出来事】 / (偶發的)事件'變故
N3,273,left,13,とおり,通り,"413 | とおり【通り】 / (押尾) 種類;套,組"
N3,273,left,14,とく,解く,14 | とく【解く】 / @ai) 解開;拆開(衣服); 消除 ・ 解除( / 令、條約等) ; 解答
N3,273,left,15,とくい,得意,15 | とくい【得意】 / (店家的)主願: 得意 *満意: 自 / 得意洋洋;拿手
N3,273,left,16,とける,解ける,"16 | とける【解ける】 / (員ドご) 解開,鬆開(綁著的東西);消 / 解消(怒気等) : 解除(職責、契約等)"
N3,273,left,17,ないよう,内容,17 | ないよう【内容】 / 名) 内容
N3,273,right,18,にせる,似せる,| 18 | にせる 【似せる】 / | mr-) 模仿'仿效;偽千 / 由    もの  に
N3,273,right,09,はっけん,発見,| 9 | はっけん【発見】 / ; (名:他サ) 發現 / 5  あたら   ほし はっけん
N3,273,right,20,はつめい,発明,| 20 | はつめい【発明】 / (名-他 發明 / 1   き かい はつめい
N3,273,right,21,ふかめる,深める,"""21 |ふかめる【深める】 / 、 | (國二 加深・加強 / 「 回知識を深める。"
N3,273,right,22,ほうほう,方法,"22 |ほうほう【方法】 / | 會方法,辦法 / : ” ほうほう かんが だ"
N3,273,right,23,まちがい,間違い,"| 23 | まちがい【間違い】 / ; る) 錯誤,過錯;不確實 / We   ま ちが   なお"
N3,273,right,24,まちがう,間違う,"| 24 |まちがう【間違う】 / i (下百) 做錯,搞錯;錯誤 / けいさん 。 まちが"
N3,274,left,25,まちがえる,間違える,。 25 | まちがえる【間違える】 / e+ー) 錯;弄錯 / 図人の卒と間違える。      |
N3,274,left,27,ミス,miss,27 | ミス【miss】              [ / し ごと      おか             H / 団仕事でミスを犯す。
N3,274,left,28,りょく,カ,28 | りょく【カ】       | / 嗎)力量 / じつりょく                     H
N3,274,left,09,ぎょう,行,9 |ぎょう【行】              | / きき (字的)行;(佛)修行;行書 | / 。 国行をかえる。
N3,274,right,03,ごがく,語学,"3 | ごがく【語学】 / 8 外語的學習,外語,外語課      N3 / ご がく   とく い"
N3,274,right,04,こくご,国語,4 | こくご【国語】                         上 / ぼ) 一國的語吉 : 本國語吉: (學校的) 言 / 語(課) ・ 語文(課)
N3,274,right,05,しめい,氏名,")5 | しめい【氏名】 / 5) 姓與名,姓名 / かいとうよう し   みぎうえ    し めい   か"
N3,274,right,06,ずいひつ,随筆,")6 | ずいひつ【随筆】 / 5) 隨筆,小品文,散文,雜文 / ずいひつ   か"
N3,274,right,07,どう,同,)7 | どう【同】 / @) 同様・ 同等 : (和上面的)相同 / くにどう し   かんけい   ふか
N3,274,right,08,ひょうご,標語,08 | ひょうご【標語】 / る 標語 / も な )         ひょう ご   かんが
N3,275,left,11,ぶんたい,文体,11 | ぶんたい【文体】 / る (某時代特有的)文醒:(某作家特有上 / 風格
N3,275,left,12,へん,偏,"12 | へん【偏】 / 漢字的(左)偏旁;偏,偏頗"
N3,275,left,13,めい,名,13 | めい【名】 / えい が   めいさく
N3,275,left,14,やくす,訳す,14 | やくす【訳す】 / えい ご    にほんご や<
N3,275,left,15,よみ,読み,"15 | よみ【読み】 / @)吟',讀;訓讀;判斷,盤算"
N3,275,right,01,あいず,合図,"| o1 | あいず【合図】 / ; 所自功 信號 , 暗號 / :   あい ず  おく"
N3,275,right,02,アドバイス,advice,| 02 | アドバイス 【advice】 / | 較アドバイスをする。 / ; 課提出建議
N3,275,right,05,あらわれる,現れる,"| 05 | あらわれる【現れる】 / (自F二) 出現,呈現 ,顯圳 / 有"
N3,276,left,oe,あれっ・あれ,,"oe | あれっ・あれ      | / あれ、どうしたの。 / 屋 改呀,怎麼了呢 ?"
N3,276,left,08,いってきます,行ってきます,08 | いってきます【行ってきます】 | / @ 我出門了                    |
N3,276,left,09,いや,,09 | いや                       | / 、 恩 不;沒什麼           同
N3,276,left,10,うわさ,噂,"。 10 |うわさ【噂】               | / “和 議論,閒談;傳說,風聲"
N3,276,right,02,おかえり,お帰り,2 | おかえり【お帰り】 / 只 (你)回來了            N3 / 』 もう、お帰りですか。        30
N3,276,right,03,おかえりなさい,お帰りなさい,3 | おかえりなさい【お帰りなさい】   中 / 王 回來了              言 / 』「ただいま」 「お帰りなさい」。
N3,276,right,04,おかけください,,4 | おかけください / 請坐 / 』 どうぞ、おかけください。
N3,276,right,05,おかまいなく,お構いなく,5 | おかまいなく【お構いなく】 / 5 不管 不在平 ・ 不介意 / かま
N3,276,right,06,おげんきですか,お元気で すか,6 | おげんきですか【お元気で / すか】 / 芝) 你好嗎 ?
N3,276,right,07,おさきに,お先に,"7 | おさきに【お先に】 / 先離開了,先告辭了 / さき    しつれい"
N3,277,left,18,おしゃべり,お喋り,"18 | おしゃべり【お喋り】 / る・自サ・形動) 閒談,聊天;愛說話的人 / 健談的人    es"
N3,277,left,19,おじゃまします,お邪魔します,19 | おじゃまします【お邪魔します / 打援了         是 / 「いらっしゃいませ」「お邪魔
N3,277,left,20,おせわになりました,お世 になりました,20 | おせわになりました【お世 / になりました】 / 貧 受您照顧了
N3,277,left,21,おまちください,"お待ちく, さい","21 | おまちください【お待ちく, / さい】 / 全 請等一下"
N3,277,left,22,おまちどおさま,お待ち. おさま,22 | おまちどおさま【お待ち. / おさま】 / 多 久等了
N3,277,left,23,おめでとう,,23 | おめでとう / 生 恭喜 / 団 大学合格、 おめでとう.
N3,277,right,24,おやすみ,お休み,| 24 | おやすみ【お休み】 / :     やす     やす / | 遼「お休み」「お休みなさい」。
N3,277,right,26,おん,御,"| 26 | おん【御】 / "" 生) 表示敬意 / ミ   おんれいもう  あ"
N3,277,right,27,ACC,敬語,。i 27 | ACC【敬語】 / | @ 敬語 / ss 站  けいご つか
N3,277,right,28,ごえんりょなく,ご遠慮なく,| 28 |ごえんりょなく【ご遠慮なく】 / | 人 請不用客氣 / 回どうぞ、ご遠慮なく、
N3,277,right,29,ごめんください,,| 29 | ごめんください / 、 皿形和重 (針款、叩門時)半不起 有人 / 回ごめんください、おじゃまします
N3,277,right,30,じつは,実は,"| 30 | じつは【実は】 / i 卓 說真的,老實說,事實是,說實在的"
N3,278,left,31,しつれいします,失礼します,31 | しつれいします【失礼します】 ; / @ (道歉)對不起 ;(先行離開)先走一步) !
N3,278,left,32,じょうだん,元談,"32 |じょうだん【元談】         【 / “會戲言,笑話,該諧,玩笑     1"
N3,278,left,33,すなわち,即ち,"33 |すなわち【即ち】           點 / 于)即 換言之;即是,正是;則 ,彼時; / | 乃,於是"
N3,278,left,,や1すみません,済みません,"や1すみません【済みません】 :! / 。 抱欣,不好意思         1"
N3,278,right,05,ぜひ,是非,5 | ぜひ【是非】 / 則) 務必;好與壇                       N3 / ぜ ひ   でん わ
N3,278,right,03,それで,,3 | それで / )因此 : 後來 / お
N3,278,right,,つたえる,伝える,"| | つたえる【伝える】 / ドニ) 傳達,轉告;傳導 / “4       ge 7こう 圖"
N3,279,left,42,つまり,,"42 | つまり / 名及) 阻塞,困罕;到頭,盡頭;總2 / 圏つまり、こういうことです。"
N3,279,left,44,でんごん,伝言,"44 | でんごん【伝言】 / 名・自他サ) 傳話,口信;帶口信 / でんごん"
N3,279,left,45,どんなに,,45 | どんなに / 便) 法様・ 多摩 如何 : 無論如何…+ / 較 どんなにがんばっても、うま<
N3,279,left,46,なぜなら(ば,何故なら(([,"46 | なぜなら(ば)【何故なら(([ / もういや、なぜなら彼はひどし / 畝 我投降了,因為他太惡劣了。"
N3,279,left,47,なにか,何か,47 | なにか【何か】 / (謂語.副) 什麼;總覺得 / なに    の
N3,279,right,48,バイパイ人,bye-bye,"i 48 | バイパイ人【bye-bye】 / ' | @m 再見,拜拜 / | 國八了人了了、素太各,"
N3,279,right,49,ひようろん,評論,"""49 |ひようろん【評論】 / i (名-他ず 評論 ・ 批評 / :   ざっし えいが 0ひょう5ろん か"
N3,279,right,50,べつに,別に,Ms | 50 | べつに【別に】 / | 側 (後接否定)不特別 / 5  べつ 。 いそが
N3,279,right,52,まねる,真似る,"頁 i 52 |まねる【真似る】 / | (@F=) 模效,仿效 / 『和人 和   じょう し  くち      ま ね"
N3,279,right,53,まるで,,""" 53 |まるで / i 公 (後接否定)簡直 ,全部 ,完全;好像, / |宛如,恰如"
N3,279,right,54,メッセージ,message,"| 54 | メッセージ【message】 / | 歸 電報 ,消息 ,口信;致詞,祝詞:(半 / i 國總統)咨文"
N3,280,left,55,よいしょ,,55 | よいしょ                | 0. / 仿(搬重物等嗎喝聲)嘿咻      | 人
N3,280,left,57,ろんじる・ろんずる,論じる・“ 論ずる,"57 | ろんじる・ろんずる【論じる・“ / 論ずる】            1 0 / FE) 論,論述,辣述        1"
N3,280,left,01,エッセー・エッセイ,essay,01 | エッセー・エッセイ【essay】 し / 小品文 随筆 : (随筆式的)短論文 !“
N3,280,left,92,かん,和,92 |かん【和】 / 革) 刊 出版 / ちょうかん ゆうかん と             1 0
N3,280,right,,しゅう,集,| しゅう【集】 / さくひん  ぜんしゅうぅ
N3,280,right,,じょう,状,"|じょう【状】                 「 / 漢造) (文)書面,信件;情形,狀況"
N3,280,right,,しょうせつ,小説,| しょうせつ【小説】 / 小説
N3,280,right,,しょもつ,書物,| しょもつ【書物】 / (文)書 書籍 園書
N3,281,left,10,しょるい,書類,10 | しょるい【書類】 / @ 文書・ 公文 文件 / しょるい   おく
N3,281,left,11,だい,題,11 | だい【題】 / (名・自サ・漢造 題目 標題 : 問題 ;題辭 / さくひん   だい
N3,281,left,12,タイトル,title,12 | タイトル【title】 / @ (文章的)題目 :(著狂的)標題 : 稲納 / 職稱
N3,281,left,13,だいめい,題名,13 | だいめい【題名】 / @) (圖書、詩文、戲劇、電影等的)標題 / 題名
N3,281,left,14,ちょう,帳,|   14 | ちょう【帳】 / (江守) 帳幕 : 帳本 / ぎんこう よ きんつうちょう いんかん ぬす
N3,281,left,15,データ,data,"15 | データ 【data】 / る) 論據,論證的事實; 材料 ・ 資料 : 敷 / あつ"
N3,281,right,47,としょ,図書,| 47 |としょ【図書】 / :     家        と しょ   み
N3,281,right,18,パンフレット,pamphlet,18 | パンフレット【pamphlet】 / 1 @@ 小冊子
N3,281,right,19,ぴら,,19 | ぴら / “”j 人(宣傳、廣告用的)傳單
N3,281,right,20,へん,編,| 20 |へん【編】 / | :守) 編・編甲 : (詩的)巻
N3,281,right,21,めくる,接る,"""121 |めくる【接る】 / i (@5) 翻 ,翻開;揭開,掀開"
N3,283,left,01,あくる,明くる,"01 | あくる【明くる】 / は 次 ,翌,明, 第二 / あ      あさ   たいへん"
N3,283,left,02,いっしゅん,一瞬,02 | いっしゅん【一瞬】 / 名) 一瞬間・ 一剤那 / いっし》ん 半 さと
N3,283,left,03,いったん,一旦,"03 | いったん【一旦】 / 食) 一旦,既然;暫且,姑且 / いったんやくそく            かなら まも"
N3,283,left,04,いつでも,何時でも,"04 |いつでも【何時でも】 / 入 無論什麼時候,隨時,經常,總是 / かんしじょう"
N3,283,left,05,いまに,今に,"05 | いまに【今に】 / 時 就要,即將,馬上,;至今,直到現7 / いま    お    こ"
N3,283,right,06,いまにも,今にも,"i06 | いまにも【今にも】 / i 側 馬上,不久,'眼看就要 / :   い    あめ  ふ"
N3,283,right,07,いよいよ,孔々,| 07 | いよいよ【孔々】 / : 側) 了生:果真 :終於: 即特要 : 緊要開 / :         なつやす
N3,283,right,08,えいえん,永遠,"| 08 | えいえん【永遠】 / 1 @) 永遠,永恆,永久 / :   えいえん  ねむ"
N3,283,right,09,えいきゅう,永久,"| 9 | えいきゅう【永久】 / i 人永遠,永久 / 4  えいきゅう う選"
N3,283,right,10,おえる,終える,"| 10 |おえる【終える】 / | (他下ー・自ドー) 做完,完成,結束 / :   ざた  お"
N3,284,left,01,おわる,終わる,"1 |おわる【終わる】          1 / (本tt完畢,結束,告終;做完,完結; j, / (接於其他動詞連用形下)“.完      |"
N3,284,left,43,きしょう,起床,43 | きしょう【起床】       1 1 / @-自放) 起床                    : / きしょうじかん せってい                    i【
N3,284,left,14,きゅう,旧,14 | きゅう【旧】                          1 / -和あめ 陳舊;往昔 舊日;舊曆農曆; i(! / 前任者
N3,284,left,01,じき,時期,、 1 |じき【時期】                | / 。 る時期・時候 : 期間 季節     1 2 / じ き かさ                    5
N3,284,right,,してい,指定,| してい【指定】 / ・他サ) 指定                                      N2 / じ かん    し てい
N3,284,right,,しばる人,縛る,| しばる人【縛る】 / 五) 純・掴・縛 : 拘束・限制 妹捕 / じ かん   しば
N3,284,right,,しゅんかん,瞬間,"| しゅんかん【瞬間】 / 有間,測那間,測那當時。 ~的 / けっていてきしゅ4かん   とら"
N3,284,right,,しょうしょう,少々,") | しょうしょう【少々】 / -画) 少許,一點,稍稍,片刻 / |少々お待ちください。"
N3,284,right,,しょうみ,正味,"「 | しょうみ 【正味】 / 實質 內容,淨剩部分 ;淨重;實數; / 價,不折不扣的價格,批發價"
N3,285,left,23,ずれる,,"23 | ずれる / (自下一) (從原來或正確的位置)錯位 , / 動;離題',背離(主題、正路等)"
N3,285,left,24,そのころ,,"24 | そのころ / 起) 當時,那時 / い どうちゅう"
N3,285,left,25,ただちに,直ちに,"25 | ただちに【直ちに】 / 生 立即,立刻;直接,親自 / 臣困   しゅうどう"
N3,285,left,26,たちまち,,"26 | たちまち / 便) 轉眼間 一瞬間 ,很快 ,立刻;忽多 / 突然"
N3,285,left,28,たま,偶,"28 | たま【偶】 / 遙 偶爾,偶然;難得,少有 / き*うじつ  うれ"
N3,285,right,29,たらず,足らず,| 29 | たらず【足らず】 / H     ぷん た / | 加 10 分足らずで着く。
N3,285,right,01,ちかぢか,近々,"| s1 | ちかぢか【近々】 / ; 側 不久,近日,過幾天;靠的很近 / :   ちかちかおとず"
N3,285,right,32,つぶす,潰す,"| 32 |つぶす【潰す】 / ' (5 毀壞,弄碎;熔毀,熔化;消磨, / | 消耗;宰殺;堵死,填滿"
N3,285,right,03,どうじ,同時,"| 3 |どうじ【同時】 / i (名・副・暖) 同時, 時間相同 : 同時代: / ; 同時,立刻;也,又,並且"
N3,285,right,34,とき,時,"| 34 | とき【時】             ' / i @ 時間:(某個)時候:時期・時節 ・季婦 / i 情況,時候;時機,機會"
N3,286,left,35,とたん,途端,"_ 35 | とたん【途端】         | 4 / ""89) 正曽…的時候 : 剛…的時 |, / 圏買った途端に後悔した。    1 和"
N3,286,left,37,ながい,永い,"37 | ながい【永い】             i( / め (時間)長,長久 / なが 。 ねむ               : 【"
N3,286,left,38,ながびく人,長引く,"_ 38 | ながびく人【長引く】         1 ( / (唔) 拖長,延長          1"
N3,286,left,09,はつ,発,"。 9 |はつ【発】               六 / 多.&尾(交通工具等)開出 ,出發;(信、 ji! / 電報等) 發出;(助數詞用法) (計算子彈 i!"
N3,286,right,,ふきそく,不規則,"「 | ふきそく【不規則】 / -到) 不規則 ・無規律 ;不整齊,凌亂“_N2"
N3,286,right,,ぶさた,無沙汰,"| ぶさた【無沙汰】 / ・自サ) 久末通信,久違,久疏問候"
N3,286,right,03,ふだん,普段,"3 | ふだん【普段】 / 生平常,平日"
N3,286,right,05,まっさき,上真っ先,"5 | まっさき【上真っ先】 / ) 最前面,首先,最先"
N3,286,right,05,まもなく,間も無く,5 | まもなく【間も無く】 / ) 馬上 ・ 一會見・不久
N3,287,left,47,やがて,,"47 | やがて / 員 不久,馬上;幾乎,大約 ;歸根究械 / 亦即,就是"
N3,287,left,01,おひる,お昼,"01 | おひる 【お昼】 / @) 白天;中飯,午餐 / ひる   こんだて  よう い"
N3,287,left,03,がんじつ,元日,03 | がんじつ【元日】 / @) 元旦 / がんじつ     えいぎょう
N3,287,left,04,がんたん,元旦,04 | がんたん【元旦】 / 久) 元旦 / がんたん  はつもうで   い
N3,287,left,05,さきおととい,一昨昨日,05 | さきおととい【一昨昨日】 / 多) 大前天・ 前三天 / さきおととい    人 宮と
N3,287,right,07,しき,四季,) | o7 | しき【四季】 / | / :    し き  あじ  中
N3,287,right,08,しゅう,週,| os |しゅう【週 / | (・革 星期 ;一圈 / :   せんしゅう    ようつう ひど
N3,287,right,09,じゅう,中,1 9 |じゅう【中】 / : (舊)期間 ; 表示整個期間或區域 / :     ねったい ち ほう   いちねんじゅうあつ
N3,287,right,10,しょじゅん,初旬,| 10 |しょじゅん【初旬】 / | る)初旬・上旬 / :      がつ  しょじゅん こうよう         に
N3,287,right,01,しんねん,新年,| 1 | しんねん【新年】 / | る 新年 / 1    しんねん  むか
N3,288,left,12,せいれき,西暦,12 | せいれき【西暦】                | / る 西居・西元
N3,288,left,13,せんせんげつ,先々月,"13 | せんせんげつ【先々月】          | / 本) 上上個月,前兩個月 / せんせんげつ   げ じゅん   い ず   い         3"
N3,288,left,14,せんせんしゅう,先々週,14 | せんせんしゅう【先々週】 | / (本點) 上上週           | / せんせんしゅう      いた      つよ                 :
N3,288,left,45,つきひ,月日,45 | つきひ【月日】                   | / る 日奥月 ; 歳月・ 時光 : 日月・日期
N3,288,left,16,とうじつ,当日,"16 | とうじつ【当日】                   | / 密-公) 當天,當日,那一天"
N3,288,left,,としつき,年月,。 |としつき【年月】      | / 、 年和月・歳月・光陰: 長期*長年 / 、 羅月: 多年來
N3,288,right,08,にちじ,日時,8 | にちじ【日時】 / 8 (集會和出發的)日期時間                N2 / ゅっぱつ  にち じ    き
N3,288,right,00,にちや,日夜,0 | にちや【日夜】 / 名・副) 日夜 : 綿是経常不断地 / にち や けんきゅう   はげ
N3,288,right,01,にっちゅう,日中,"1 | にっちゅう【日中】 / ) 白天,畫間(指上午十點到下午三、 / 品點間) ; 日本與中國"
N3,288,right,02,にってい,日程,2 | にってい【日程】 / g) (旅行 ヽ會議的)日程毎天的計書(安排) / にっでい    か
N3,288,right,03,ねんかん,年間,"3 | ねんかん【年間】 / 名,漢造) 一年間: (年號使用)期間,年間 / ねんかんしょとく    すぐ"
N3,289,left,24,ねんげつ,年月,24 | ねんげつ【年月】 / る 年月・光除・時間 / 長い年月がたつ。
N3,289,left,25,ねんじゅう,年中,"25 | ねんじゅう【年中】 / (名・副) 全年,整年;一年到頭,總是 / 団 年中無休にて営業しております"
N3,289,left,27,ねんど,年度,27 | ねんど【年度】 / @) (工作或學業)年度 / ねん ど    か
N3,289,left,28,はやおき,早起き,28 | はやおき【早起き】 / 久) 早起 / はや お      にが て
N3,289,left,29,はんつき,半月,29 | はんつき【半月】 / 多) 半個月 : 半月形 : 上(下) 弦月 / はんつき
N3,289,left,30,はんにち,半日,30 | はんにち【半日】 / 久) 半天 / 288 | 季節、年、月、週、日 (2)
N3,289,right,31,ひがえり,日帰り,| 31 |ひがえり【日帰り】 / ・ 上 (名・自め 當天回來 / | 遼日帰りの旅行がおすすめです.
N3,289,right,32,站也!,日付,",i32 |站也! [日付】 / | る)(報紙、新聞上的)日期 / “| 圏日付を入れる。"
N3,289,right,34,ひるすぎ,昼過ぎ,| 34 | ひるすぎ【昼過ぎ】 / | 會過午 / 8 3      ひる す
N3,289,right,35,ひるまえ,昼前,| 35 | ひるまえ【昼前】 / ; @@ 上午 : 接折中午時分 / be   ひるまえ         なか
N3,289,right,36,へいせい,平成,36 | へいせい【平成】 / i @ 平成(日本年號) / ON   へいせい つぎ れいわ けっていいた
N3,290,left,37,まふゆ,真冬,"37 | まふゆ【真冬】             it / @ 隆冬,正冬天 ( / ま ふゆ れいすいよく        きた           :  5"
N3,290,left,,譯天亮・1,40 | よなか【夜中,譯 天亮・             1【 / 40 | よなか【夜中】                  和 / @ 半夜深夜・午夜
N3,290,left,40,よなか,夜中,40 | よなか【夜中】                  和 / @ 半夜深夜・午夜 / よ なか       お                                :(
N3,290,left,01,いこう,以降,。 01 |いこう【以降】        1( / | ⑧以後之後           | / 「         がつ い こぅ                                  3
N3,290,left,02,いずれ,何れ,"、 02 |いずれ【何れ】                  人 / 代-和哪個,哪方;反正,早晚,歸根 j| / 到底 ; 不久 , 最近,改日       才"
N3,290,right,,いつか,何時か,"| いつか【何時か】 / ' 末來的不定時間,改天;過去的不 IN2 / 時間 ' 以前;不知不覺"
N3,290,right,,いつまでも,何時までも,"! | いつまでも【何時までも】 / ) 到什麼時候也...,始終,永遠 / わ"
N3,290,right,05,いらい,以来,"5 | いらい【以来】 / ) 以來,以後 ;今後,將來 / う        い らい        い     つ"
N3,290,right,05,かこ,過去,"5 | かこ【過去】 / ) 過去,往昔;(佛)前生,前世 / か こ  かえり"
N3,290,right,07,きんだい,近代,7 | きんだい【近代】 / ) 近代 ・現代(日本則意指明治維新之後) / きんだい か   すす
N3,290,right,05,げん,現,5 |げん【現】 / 浜中) 現 ・ 現在的 / [   やちょう  かいちょう  しゅうにん
N3,291,left,09,げんざい,現在,"09 | げんざい【現在】 / ' 現在,目前,此時 / :              げんざい 。 いた"
N3,291,left,10,げんし,原始,10 | げんし【原始】 / 包 原始 : 自然 / げんしりん ひろ
N3,291,left,11,げんじつ,現実,"11 | げんじつ【現実】 / 包) 現實,實際           | / げんじつ    お"
N3,291,left,12,こん,今,12 | こん【今】 / 現在 : 今天 今年 / こんにち   に ほん   ひつよう
N3,291,left,13,こんにち,今日,13 | こんにち【今日】 / る 今天 ・ 今日 : 現在 : 営今 / こんにち   いた
N3,291,left,14,さからう,逆らう,"14 | さからう【逆らう】 / (旬五) 逆,反方向;人違背,違抗,抗# / 違荔"
N3,291,right,15,さきほど,先程,| 15 | さきほど【先程 / | 側剛オ・方オ / :   ききほど 。 み
N3,291,right,16,しょうらい,将来,"| 16 |しょうらい【将来 / i (名・面・他す) 將來 ,未來 前途;(從外國) / ; 傳入;帶來,拿來;招致,引起"
N3,291,right,07,すえ,末,"| 7 |すえ【末】             ' / 1 @ 結尾,末了;末端,盡頭;將來, / ; 未來,前途;不重要的,瑣事;(排行)"
N3,291,right,08,せんご,戦後,| 8 | せんご【戦後】 / | @ 戦後 / mm償ご。ニはってん 、 、
N3,291,right,19,ちゅうせい,中世,"| 19 | ちゅうせい【中世】 / i る) (歷史)中世紀,古代與近代之間(在 / … 日本指鎌倉、室町時代)"
N3,291,right,20,とうじ,当時,| 20 |とうじ【当時】 / i (名.副) 現在・目前 : 営時・那時 / :   とうじ 。 おも だ
N3,292,left,21,のちほど,後程,21 | のちほど【後程】 / のちほど     、そうだん       _      4
