level,reading,writing,page,column,entry_no,needs_review,review_reason,ocr_headword,ocr_bracket,ocr_context
N2,かっこ,括弧,426,left,,,,かっこ,括弧,|かっこ【括弧】 / %括號 ; 括起來                :
N2,がら,柄,426,right,,,,がら,柄,"|がら【柄】                        20 / ・拓) 身材; 花紋 ,花樣;性格 ,人品, / 分表示性格,身分,適性“ 時"
N2,カラー,color,426,right,,,,カラー,color,"| カラー【color】 / 色,彩色;(繪畫用)顏料"
N2,きごう,記号,426,right,,1,reading_auto_cleaned,きごう人,記号,"| きごう人【記号】 / 符號,記號"
N2,きゅう,球,426,right,,1,duplicate_reading,きゅう,球,"|きゅう【球】 / 人 球 : (數)球體,球形 / きゅう たいせき   もと"
N2,きょくせん,曲線,426,right,,,,きょくせん,曲線,| きょくせん【曲線】 / 曲線
N2,ぎん,銀,426,right,,,,ぎん,銀,|ぎん【銀】 / 銀・白銀 : 銀色
N2,グラフ,graph,427,left,11,,,グラフ,graph,"11 | グラフ【graph】 / る 圖表,圖解,座標圖;畫報 / か"
N2,けい,形・型,427,left,12,,,けい,形・型,"12 | けい【形・型】 / (燕造) 型 ,模型;樣版 典型 模範j様式| / 形成,形容"
N2,こん,紺,427,left,13,1,duplicate_reading,こん,紺,"13 | こん【紺】 / @ 深藍,深青 / こんいろ                 いろ"
N2,しかくい,四角い,427,left,14,,,しかくい,四角い,14 | しかくい【四角い】 / 形 四角的 ・四方的 / し かく   まどだ
N2,ずけい,図形,427,left,16,,,ずけい,図形,"16 | ずけい【図形】 / 色) 圖形,圖樣;(數)圖形 / ず けい  えが"
N2,せい,正,427,left,17,1,duplicate_reading,せい,正,"17 | せい【正】 / (名.漢造) 正直;(數)正號;正確,正當 / 更正,糾正;主要的,正的"
N2,せいほうけい,正方形,427,right,18,,,せいほうけい,正方形,| 18 | せいほうけい【正方形】 / | @ 正方形
N2,たいかくせん,対角線,427,right,19,,,たいかくせん,対角線,| 19 | たいかくせん【対角線】 / | @ 對角線
N2,だえん,枯円,427,right,20,,,だえん,枯円,| 20 |だえん【枯円】 / | @ 橢圓
N2,ちょうほうけい,長方形,427,right,21,,,ちょうほうけい,長方形,| 21 | ちょうほうけい【長方形】 / | る 長方形・知形
N2,ちょっかく,直角,427,right,22,,,ちょっかく,直角,| 22 | ちょっかく【直角】 / | 人8) (數)直角
N2,でこぼこ,凸凹,427,right,23,,,でこぼこ,凸凹,"| 23 |でこぼこ【凸凹 / 1 (名・自) 凹凸不平,坑坑宕庭;不平衡,"
N2,てんてん,点々,428,left,,1,duplicate_reading,てんてん,点々,』 |てんてん【点々】            1【 / 旨往下注                1 3 / g后々と滴る。
N2,ましかく,真四角,428,left,26,,,ましかく,真四角,26 | ましかく【真四角】 / 3正方形              轉 / ま しかく つくえ お              |
N2,まっか,真っ赤,428,left,27,,,まっか,真っ赤,"27 | まっか【真っ赤】            | , / を 鮮紅 : 完全          1 。 / ま か                     :"
N2,まる,丸,428,left,29,,,まる,丸,29 |まる【丸】 / る-拓)園形・ 球状 : 句周 : 完全   1 / まる か
N2,まんまるい,真ん丸い,428,left,,,,まんまるい,真ん丸い,? |まんまるい【真ん丸い】 | / ち 温国・財光光           | / ま まる っき で              :
N2,もよう,模様,428,left,,,,もよう,模様,"、 |もよう【模様】             | / * 花紋,圖案;情形,狀況;徵兆'趨勢"
N2,よこなが,横長,428,right,,,,よこなが,横長,"「 | よこなが【横長】                     20 / “和形動) 長方形的,橫寬的                數 / よこなが 。 かばん せ お                     量"
N2,よつかど,四つ角,428,right,02,,,よつかど,四つ角,2 | よつかど 【四つ角】               彩 / ) 十字路口;四個特角 / かど   こうばん
N2,らせん,螺旋,428,right,03,,,らせん,螺旋,3 | らせん【螺旋】 / ) 螺旋状物 螺旋 / ら せんかいだん  のぼ
N2,りょよくおうしょく,緑黄色,428,right,04,,,りょよくおうしょく,緑黄色,4 | りょよくおうしょく【緑黄色】 / りょくおうしょく や さい   まいにちじゅうぶん と / ] 緑黄色野菜を毎日十分取っている。
N2,がく,学,429,left,01,1,duplicate_reading,がく,学,"01 | がく【学】 / (名江守) 學校;知識,學問,學識 / 団学がある。"
N2,がくしゅう,学習,429,left,02,,,がくしゅう,学習,02 | がくしゅう【学習】 / (名・他サ) 學習 / る 00   がくしゅう
N2,がくじゅつ,学術,429,left,03,,,がくじゅつ,学術,03 | がくじゅつ【学術】 / @) 學術 / がくじゅつざっし 。ろんぶん けいさい
N2,がくもん,学問,429,left,04,,,がくもん,学問,"04 | がくもん【学問】 / (名 ・自め 學業 ,學問;科學,學術;見論 / 知識"
N2,がっかい,学会,429,left,05,,,がっかい,学会,"05 | がっかい【学会】 / @ 學會,學社 / がっかい  しゅっせき"
N2,きそ,基礎,429,right,07,,,きそ,基礎,| 07 | きそ【基礎】 / : @)基石・基礎・根基 : 地基
N2,きょうよう,教養,429,right,08,,,きょうよう,教養,08 | きょうよう【教養】 / | @ 教育教養・ 修養 (専業以外的
N2,こうえん,講演,429,right,00,,,こうえん,講演,i 0 | こうえん【講演】 / ... 1 (名・自め 演説 ・ 講演
N2,さんこう,参考,429,right,00,,,さんこう,参考,| 0 |さんこう【参考】 / : (名・他) 参考 ・借鑑
N2,じしゅう,自習,430,left,02,,,じしゅう,自習,"2 | じしゅう【自習】                  | / 9) 自習,自學         : / 団家で自習する。        |"
N2,しぜんかがく,自然科学,430,left,03,,,しぜんかがく,自然科学,3 | しぜんかがく【自然科学】 | / る 自然科學             | / しぜんかがく けんきめう                          3
N2,じっけん,実験,430,left,14,,,じっけん,実験,"14 | じっけん【実験】             | / -凶?) 實驗,實地試驗;經驗 / じっけん  しっぱい                     3"
N2,じっしゅう,実習,430,left,15,,,じっしゅう,実習,15 | じっしゅう【実習】 / 名・他サ) 實習 / うい    ンジっしゅう                     :
N2,しどう,指導,430,left,,,,しどう,指導,"'% | しどう【指導】                | / 2指導:領導,教導 / し どう  う                    3"
N2,しゃかいかがく,社会科学,430,left,07,,,しゃかいかがく,社会科学,、 7 |しゃかいかがく【社会科学】 | / る 社會科學
N2,じょうきゅう,上級,430,right,08,,,じょうきゅう,上級,"8 | じょうきゅう【上級】      回 / 5) (層次、水平高的)上級 , 高級           全 / じょうきゅう"
N2,じょうたつ,上達,430,right,09,,,じょうたつ,上達,"9 | じょうたつ【上達】 / 名・自他サす) (學術、技藝等)進步, 長進 ; / 上呈,向上傳達"
N2,しょきゅう,初級,430,right,00,,,しょきゅう,初級,0 | しょきゅう【初級】 / 5) 初級 / しょきゅう           まな
N2,しょほ,初歩,430,right,01,,,しょほ,初歩,1 | しょほ【初歩】 / る) 初學・ 初歩・ 入門 / しょ ほ    、まな 、。
N2,じんぶんかがく,人文科学,430,right,22,,,じんぶんかがく,人文科学,"22 | じんぶんかがく【人文科学】 / る 人文科學 ,文化科學(哲學、語言學、 / んぶ   y が    まな"
N2,せんこう,専攻,430,right,23,,,せんこう,専攻,23 | せんこう【専攻】 / 名 ・他ず) 専門研究・専修・専門 / IN      せんこう
N2,たいいく,体育,431,left,24,,,たいいく,体育,24 | たいいく【体育】 / る 體育;體育課 / たいいく   じゅきょう   はし
N2,てつがく,哲学,431,left,25,,,てつがく,哲学,"25 | てつがく【哲学】 / る 哲學;人生觀,世界觀 / ぼく てつがく 、"
N2,ならう,信う,431,left,27,,,ならう,信う,"27 | ならう【信う】 / (但五) 仿效,學 / せんれい   なら"
N2,ほうしん,方針,431,left,28,,,ほうしん,方針,28 | ほうしん【方針】 / 名 方針 : (羅盤的)磁針 / ほうしん   さだ
N2,ほけん,保健,431,left,29,1,duplicate_reading,ほけん,保健,29 | ほけん【保健】 / ほ けんたいいく   はじ / 図 保健体育が始まった。
N2,まなぶ,学ぶ,431,left,30,,,まなぶ,学ぶ,"30 | まなぶ【学ぶ】 / 5 學習; 掌握,體會 / 430 | 學校"
N2,學校,,431,left,30,1,blank_writing;unexpected_reading_chars;suspicious_reading,學校,,430 | 學校
N2,うらぐち,裏ロ,431,right,01,,,うらぐち,裏ロ,| o1 |うらぐち【裏ロ】 / | る 後門・便門 : 走後門 / 5     うらぐちにゅうがく
N2,がっか,学科,431,right,02,,,がっか,学科,: 02 |がっか【学科】 / | @ 科系 / :     けんちくがっ か 。 だいいちしぼう
N2,がっき,学期,431,right,03,1,duplicate_reading,がっき,学期,| 03 |がっき【学期】 / | @ 學其 / 3     がっ き まつしけん    う
N2,キャンパス,campus,431,right,04,,,キャンパス,campus,"04 | キャンパス 【campus】 / | 全 (大學)校園,校內 / H     だいがく"
N2,きゅうこう,休校,432,left,05,1,duplicate_reading,きゅうこう,休校,o5 |きゅうこう【休校】 / | 上自め 停課                           : / 回地震で休校になる。      |
N2,lcz3加,校歌,432,left,,1,unexpected_reading_chars;suspicious_reading,lcz3加,校歌,。%|lcz3加[校歌】       | / 會校歌 / こうか 。 うた                             1
N2,こうとう,高等,432,left,00,,,こうとう,高等,"0 | こうとう【高等】                   | / る 高等,上等 ,高級 / こうとうがっこう そつきょう .                    :"
N2,じつぎ,実技,432,left,00,,,じつぎ,実技,0 | じつぎ【実技】                     | / 9 實際操作             |
N2,じゅけん,受験,432,left,,,,じゅけん,受験,"|じゅけん【受験】     | / 入49) 參加考試,應試,投考"
N2,しりつ,私立,432,right,02,,,しりつ,私立,"2 | しりつ【私立】         圖  21 / 全私立,私營             元 / し りつっ がっこうろ  _ しんが<"
N2,しんろ,進路,432,right,03,,,しんろ,進路,3 | しんろ【進路】 / 5)前進的道路 / しん ろ
N2,すいせん,推薦,432,right,04,,,すいせん,推薦,"4 | すいせん【推薦】 / 2 推薦,舉芒,介紹 / 』 代表に推薦する。          |"
N2,スクール,school,432,right,05,,,スクール,school,5 |スクール 【school】              ' / 5 學校;學派花式滑冰規定動作 / 英会話スクールに通う。
N2,ひきだす,引き出す,432,right,07,,,ひきだす,引き出す,"7 | ひきだす【引き出す】 / g) 抽出,拉出;引誘出,誘騙)(從 / 行)提取,提出"
N2,ふぞく,付属,433,left,18,,,ふぞく,付属,18 | ふぞく【付属】 / (名・自す) 附屬 / だいがく ふ ぞくしょうがっこう 。 かよ
N2,あらわれ,現れ・表れ,433,left,01,,,あらわれ,現れ・表れ,01 | あらわれ【現れ・表れ】 / る) (為「あらわれる」的名詞形)表現 : / ど りょく あらわ     けっ か
N2,あんき,暗記,433,left,02,,,あんき,暗記,02 | あんき【暗記】 / まるあんき 。 ふせ / 丸暗記を防ぐ。
N2,いいん,委員,433,left,03,,,いいん,委員,03 | いいん【委員】 / 沒) 委員 / がっきゅういいん えら
N2,いっせいに,一斉に,433,left,04,,,いっせいに,一斉に,"04 | いっせいに【一斉に】 / 盎 一齊,一同 / いっせい   し    あ"
N2,うけもつ,受け持つ,433,left,05,,,うけもつ,受け持つ,"05 | うけもつ【受け持つ】 / (他五) 擔任,'擔當,掌管 / いちねんエーぐみ    う    も"
N2,學生生活(1,,433,left,32,1,blank_writing;unexpected_reading_chars;suspicious_reading,學生生活(1,,432 | 學生生活(1)
N2,えんそく,人足,433,right,0e,,,えんそく,人足,"| oe |えんそく【人足】 / ji (名自9遠足,郊遊                ("
N2,おいつく,追い付く,433,right,07,,,おいつく,追い付く,| 07 | おいつく【追い付く】 / i (百五) 始上・趣上 : 建到 : 來得及
N2,おうよう,応用,433,right,08,,,おうよう,応用,"| 08 | おうよう【応用】 / | (名-他め 應用,運用"
N2,かいてん,回転,433,right,10,,,かいてん,回転,"| 10 | かいてん【回転】 / i (名-自の 旋轉,轉動,迴轉;轉彎,轉"
N2,かいとう,解答,433,right,11,1,duplicate_reading,かいとう,解答,| 11 | かいとう【解答】 / ; (名・自サ) 解答
N2,がくねん,学年,434,left,12,,,がくねん,学年,12 |がくねん【学年】        主 / “全學年(度) ' 年級 / 新《和和表2 しけん  、し%504)           點
N2,がくりよく,学力,434,left,03,,,がくりよく,学力,3 |がくりよく【学力】    | / がくりkく たか                         : / 回学力が高まる。
N2,かせん,下線,434,left,44,,,かせん,下線,44 |かせん【下線】                  | / 全 下線・字下書的線 ・底線 / かせん ひ                          1
N2,がっきゅう,学級,434,left,05,,,がっきゅう,学級,"5 | がっきゅう【学級】 / @ 班級,學級 / がっきゅうたんにん   い                     5"
N2,かつどう,活動,434,left,06,,,かつどう,活動,"6 | かつどう【活動】                 | / %. 和)活動,行動 / や がいかつどう おこな                   5"
N2,かもく,科目,434,left,07,,,かもく,科目,7 | かもく【科目】 / る 科目・項目 : (學校的)學科・課程 / し け             ) もく                   H
N2,きゅうこう,休講,434,left,08,1,duplicate_reading,きゅうこう,休講,、 8 |きゅうこう【休講】 / 名 停課 / 電
N2,くみ,組,434,right,09,,,くみ,組,"9 | くみ【組】                        21 / 3)套,組,隊;班,班級; (黑道)幫   孝 / くみ   わ"
N2,こうてい,校庭,434,right,00,1,duplicate_reading,こうてい,校庭,"0 | こうてい【校庭】 / ) 學校的庭園,操場 / でも  あそ"
N2,サークル,circle,434,right,01,,,サークル,circle,"1 | サークル 【circle】 / 伙伴,小組 ;周圍,範圍 / ぶんがく             はい"
N2,さいてん,採点,434,right,02,,,さいてん,採点,2 | さいてん【採点】 / g -他す) 評分數 / さいてん  あま
N2,さわがしい,騒がしい,434,right,03,,,さわがしい,騒がしい,"3 | さわがしい【騒がしい】 / 9 吵鬧的 ,吵雜的 ・喧剛的(社會奥論) / 論紛紛的・動湯不安的"
N2,しいんと,,434,right,04,1,blank_writing,しいんと,,"4 | しいんと / 加・自す) 安靜 ',嘲靜'平靜,和寂靜 / 教室該層一之此記名,"
N2,じかんわり,時間割,435,left,25,,,じかんわり,時間割,25 | じかんわり【時間割】 / る) 時間表 / じ かんわり    く
N2,しゅうかい,集会,435,left,26,,,しゅうかい,集会,26 | しゅうかい【集会】 / (名・自ず 集會 / 集会を開く。
N2,しゅうごう,集合,435,left,27,,,しゅうごう,集合,27 | しゅうごう【集合】 / (名 ・自他す) 集合 : 群購 ・集群 : (敷)集合 / じ    しゅうごう
N2,しゅうだん,集団,435,left,28,,,しゅうだん,集団,"28 | しゅうだん【集団】 / る 集體,集團 / しゅうだんせいかつ"
N2,しょう,賞,435,left,29,1,duplicate_reading,しょう,賞,29 | しょう【賞】 / よ    う / 賞を受ける。
N2,せいしょよ,清書,435,left,30,,,せいしょよ,清書,30 | せいしょよ【清書】 / せいしょ / ノートを清書する。
N2,學生生活,,435,left,34,1,blank_writing;unexpected_reading_chars;suspicious_reading,學生生活,,434 | 學生生活 (2)
N2,せいせき,成績,435,right,31,,,せいせき,成績,"| 31 | せいせき【成績】 / i @ 成績,效果,成果 / せいせき あ"
N2,ゼミ,seminar,435,right,32,,,ゼミ,seminar,"32 | ゼミ【seminar】 / i @ (跟著大學裡教授的指導)課堂討論; / i 研究小組,研究班"
N2,せんたく,選択,435,right,34,,,せんたく,選択,"| 34 |せんたく【選択】 / | (名 ・他め 選擇,挑選 / :   せんたく まよ"
N2,そつぎょうしょうしょ,業誠,435,right,35,,,そつぎょうしょうしょ,業誠,| 35 | そつぎょうしょうしょ【業誠 / | @ 畢業證書 / 3   そつきょうしょうしょ   う   と
N2,ちゅうたい,中退,436,left,37,,,ちゅうたい,中退,|  37 |ちゅうたい【中退】       | / 、 正大学を中退する。       | / 點大學中輟。
N2,つうがく,通学,436,left,03,,,つうがく,通学,3 |つうがく【通学】           | / '   でんしゃ 。 つうがく             轉 / 。 置搭電車上學。           |
N2,とうあん,答案,436,left,,,,とうあん,答案,"、 |とうあん【答案】      1 / “會試卷,卷子            生 / とうあん だ                   :"
N2,とうばん,当番,436,left,,,,とうばん,当番,、 |とうばん【当番】       1 / 、 富村 人斑(的人) / '    とうばん まわ
N2,としょしつ,図書室,436,left,02,,,としょしつ,図書室,2 | としょしつ【図書室】       1 / > 較覧補 / しょしつ  ゅくだい
N2,とりだす,取り出す,436,right,03,,,とりだす,取り出す,"3 | とりだす【取り出す】 / (用手從裡面)取出 , 拿出; (従許 N2 / 東西申)挑出,抽出| 自「 (化許"
N2,パス,pass,436,right,04,,,パス,pass,"4 |パス【pass】 / g・自サ) 免票,免費;定期票,月票; / 格,通過"
N2,ばつ,,436,right,05,1,blank_writing,ばつ,,5 | ばつ / (表否定的)叉號 / 』 ばつを付ける。
N2,ひっき,人筆記,436,right,06,,,ひっき,人筆記,6 | ひっき【人筆記】 / ・他サ) 筆記 ;記筆記 / こう ぎ   ひっ き
N2,ひっきしけん,筆記試験,436,right,07,,,ひっきしけん,筆記試験,7 | ひっきしけん【筆記試験】 / ) 筆試 / ひっき しけん   う
N2,ふゆやすみ,冬休み,436,right,08,,,ふゆやすみ,冬休み,8 | ふゆやすみ 【冬休み】                」 / 寒假 / 回         みじか
N2,まんてん,満点,437,left,49,,,まんてん,満点,49 | まんてん【満点】 / る) 満分 : 最好・ 完美無鋼・登農洪極
N2,みなおす,見直す,437,left,50,,,みなおす,見直す,50 | みなおす【見直す】 / (自他五) (見)起色・ (病情)韓好 : 重看・
N2,やくわり,役割,437,left,51,,,やくわり,役割,51 | やくわり【役割】 / @ 分配任務(的人) : (分配的)任務・
N2,學生生活(2,,437,left,36,1,blank_writing;unexpected_reading_chars;suspicious_reading,學生生活(2,,436 | 學生生活(2)
N2,らん,拉,437,right,52,,,らん,拉,52 | らん【拉】 / i(名'漢千) (表格等)欄目 : 欄杜 : (書籍 、 / ; 刊物、版報等的)專欄                    6
N2,れいてん,零点,437,right,53,,,れいてん,零点,"| 53 | れいてん【零点】 / 1 る) 零分;毫無價值,不夠格;零度, / :   れいてん  と"
N2,ぎしき,儀式,438,left,01,,,ぎしき,儀式,"01 |ぎしき【儀式】       N2@22 ;【 / 生儀式,典禮            和 / 。 ざしき おこな_              1"
N2,きちょう,貴重,438,left,0z,,,きちょう,貴重,"oz | きちょう【貴重】       事 / (王) 貴重,寶貴,珍貴       |! / きちょう 。 たいけん           :"
N2,きねん,記念,438,left,03,,,きねん,記念,03 | きねん【記念】             : / 名 -他す) 紀念 | / き ねんひん    計              : |
N2,きねんしゃしん,記念写真,438,left,04,,,きねんしゃしん,記念写真,04 | きねんしゃしん【記念写真】 ; / 今 紀念照             1 / しちごさん 。 き ねんしゃしん と               |
N2,ぎょうじ,行事,438,left,95,,,ぎょうじ,行事,"95 | ぎょうじ【行事】        1 / 回 (按慣例舉行的儀式,活動 / 行事を行う。"
N2,しき,式,438,right,07,1,duplicate_reading,しき,式,"7 | しき【式】            會 / 天 儀式 ,典禮 ,(特指)婚禮;方式; 。 畫 / 式,類型,風格 ;做法 ;算式,公式 。 的"
N2,しきたり,,438,right,05,1,blank_writing,しきたり,,5 | しきたり           | / ) 慣例 ・ 常規 ・ 成規 老規知 / ふる    し きた      す
N2,しゅくじつ,祝日,438,right,09,,,しゅくじつ,祝日,9 | しゅくじつ【祝日】 / ) (政府規定的)節日 / しゅくじつ  いわ
N2,じんせい,人生,438,right,,,,じんせい,人生,| じんせい【人生】               | / ) 人的一生 : 生涯・人的生活 / じんせい   か
N2,そうしき,葬式,438,right,01,,,そうしき,葬式,1 | そうしき【葬式】 / ) 葬禮 / そうしき   だ
N2,そんぞく,存続,439,left,12,,,そんぞく,存続,"12 | そんぞく【存続】 / (各自人分) 繼續存在'永存,長存 / そんでぞく   はか"
N2,つく,突く,439,left,13,,,つく,突く,"13 | つく【突く】 / (@于) 扎,刺,戳;撞,頂;支撐;冒著 / 不顧;沖,撲(鼻);攻擊,打中"
N2,でんとう,伝統,439,left,14,,,でんとう,伝統,14 | でんとう【伝統】 / 傳統 / でんとう   まも
N2,はなばなしい,華々しい,439,right,15,,,はなばなしい,華々しい,"| 15 | はなばなしい【華々しい】 / | 16 華有豪華, 輝爆 : / :      はなばな       けっこんしき    わ だい"
N2,ぼん,盆,439,right,06,,,ぼん,盆,"| 6 | ぼん【盆】 / i (名-葉) 拖盤,盆子;中元節略語 / ぼん  く"
N2,めでたい,目出度い,439,right,17,,,めでたい,目出度い,"| 17 | めでたい【目出度い】 / | 可喜可賀,喜慶的;順利,幸運, / ; 圓滿;頭腦簡單,傻氣;,表恭喜慶祝"
N2,あらい,粗い,440,left,02,,,あらい,粗い,02 | あらい【粗い】              畜 / 約大;粗糙
N2,かたな,刀,440,left,00,,,かたな,刀,0 |かたな【刀】               | ... / 人刀的總稱
N2,かね,鐘,440,left,04,,,かね,鐘,"04 | かね【鐘】                だ / 名鐘,吊鐘"
N2,かみくず,紙くず,440,left,,,,かみくず,紙くず,* |かみくず【紙くず】 / ずみ     ひろ                :
N2,かみそり,剃刀,440,right,,,,かみそり,剃刀,"| かみそり【剃刀】 / 刺刀,刮蝴刀 ;頭腦敏銳(的人) / そり"
N2,かんでんち,乾電池,440,right,,,,かんでんち,乾電池,| かんでんち【乾電池】 / 乾電池 / かんでん ち     い     か
N2,かんむり,冠,440,right,,,,かんむり,冠,"| かんむり【冠】 / 泡*汐晃,字頭字蓋:有吾生気 / くさ"
N2,きかい,器械,440,right,,,,きかい,器械,| きかい【器械】 / 機械・ 機器 / い りょう き かい   かいはつ
N2,きぐ,器具,440,right,,,,きぐ,器具,| きぐ【器具】 / 器具用具 : 器械 / き ぐ 。 つか
N2,くさり,鎖,441,left,01,,,くさり,鎖,"1 | くさり【鎖】 / る 鎖鏈,',鎖條;連結,聯繫;《喻)段 / 段落"
N2,くだ,管,441,left,12,,,くだ,管,12 | くだ【管】 / る) 細長的筒 ・管 / にる  とお
N2,くちべに,口紅,441,left,13,,,くちべに,口紅,"13 | くちべに【口紅】 / る) 口紅,辱上 / くちべに"
N2,くるむ,包む,441,left,14,,,くるむ,包む,14 | くるむ【包む】 / (他五) 包・ 裏 / ふ ろるしき
N2,コード,cord,441,left,15,,,コード,cord,15 | コード 【cord】 / 名) (電) 軟線 / さ   Cd
N2,こうすい,香水,441,left,16,,,こうすい,香水,16 | こうすい【香水】 / 名 香水 / こうすい
N2,こと,琴,441,left,17,,,こと,琴,17 | こと【琴】 / る) 古琴 ・ 毎 / 440 | 工具(0)
N2,工具(0,,441,left,40,1,blank_writing;unexpected_reading_chars;suspicious_reading,工具(0,,440 | 工具(0)
N2,コレクション,collection,441,right,08,,,コレクション,collection,"i 8 | コレクション【collection】 / : @) 蒐集,收藏;收藏品 / :       9                        しゅみ"
N2,コンセント,consent,441,right,19,,,コンセント,consent,|  19 | コンセント 【consent】 / i @ 電線插座 / ‧                    さ
N2,シーツ,sheet,441,right,20,,,シーツ,sheet,| 20 | シーツ【sheet】 / | @ 床單 / 5 き              あら
N2,じしゃく,磁石,441,right,21,,,じしゃく,磁石,| 21 | じしゃく【磁石】 / ; る) 磁鐵 : 指南針 / ge は    じしe<く かみ   こ てい
N2,じゃぐち,蛇口,441,right,22,,,じゃぐち,蛇口,| 22 | じゃぐち【蛇口】 / ; @ 水龍頭 / )     じゃぐち
N2,じゅう,銃,441,right,23,1,duplicate_reading,じゅう,銃,| 23 |じゅう【銃】 / | (名・湊和) 槍・槍形物 有檎作用的物品 / 。 誠    じゅう   う
N2,せん,栓,442,left,02,1,duplicate_reading,せん,栓,"2 |せん【栓】                        | / 人栓塞子;閥門,龍頭,開關;阻 | / 家物                 1"
N2,せんす,扇子,442,left,02,,,せんす,扇子,2 | せんす【扇子】 / 3扇子 / せん す                                    H
N2,ぞうきん,雑店,442,left,02,,,ぞうきん,雑店,2 |ぞうきん【雑店】                  | / る 抹布 / ぞうきん ふ                            3
N2,タイプライター,typewriter,442,left,28,,,タイプライター,typewriter,28 | タイプライター【typewriter】 | / る 打字機 / 回タイプライターで印字する。
N2,タイヤ,tire,442,left,03,,,タイヤ,tire,3 |タイヤ【tire】                  | / 団タイヤがパンクする。 / 和 輸胎爆胎 ・
N2,ためし,試し,442,left,,,,ためし,試し,|ためし【試し】         | / ” 條試・ 試験 験算        |
N2,ちゅうこ,中古,442,right,01,,,ちゅうこ,中古,1 | ちゅうこ【中古】 / ) (歴史)中古( 日本一般是指平r安時代 / (包含鑣倉時代) ;半新不舊
N2,ちゅうせい,中性,442,right,02,1,duplicate_reading,ちゅうせい,中性,"2 | ちゅうせい【中性】 / 9) (化學)非鹸非酸・ 中性 : (特徴)不 / 8不女,中性;(語法)中性詞"
N2,ちょうせつ,調節,442,right,03,,,ちょうせつ,調節,3 | ちょうせつ【調節】 / ・他す) 調節 ・ 調整 / 』 調節ができる。
N2,ちりがみ,ちり紙,442,right,04,,,ちりがみ,ちり紙,4 | ちりがみ【ちり紙】 / 5) 衛生紙 : 粗草紙
N2,つな,綱,442,right,05,,,つな,綱,5 | つな【綱】 / いのちづな     ほん つ
N2,なわ,縄,443,left,37,,,なわ,縄,"37 | なわ【縄】 / 分繩子,繩索 / 団縄にかかる。"
N2,にちようひん,日用品,443,left,38,,,にちようひん,日用品,38 | にちようひん[日用品】 / 人る) 日用品 / にちようひん そろ
N2,ねじ,,443,left,39,1,blank_writing,ねじ,,"39 | ねじ / @) 螺絲,螺釘 / ゆる"
N2,パイプ,pipe,443,left,40,,,パイプ,pipe,"40 | パイプ【pipe】 / 負) 管,導管;煙斗;,煙嘴;管樂器 / パイプが詰まる。"
N2,はぐるま,歯車,443,left,41,,,はぐるま,歯車,41 | はぐるま【歯車】 / 多) 齒輪 / は くるま        あ
N2,バケツ,bucket,443,left,42,,,バケツ,bucket,42 | バケツ 【bucket】 / る 木桶 / 442 | 工具(2)
N2,工具(2,,443,left,42,1,blank_writing;unexpected_reading_chars;suspicious_reading,工具(2,,442 | 工具(2)
N2,はりがね,針金,443,right,46,,,はりがね,針金,| 46 | はりがね【針金】            ( / _ る@ 金属絡・(鉛ヽ銅ヽ鋼)線 : 電線
N2,ひつじゅひん,必需品,443,right,47,,,ひつじゅひん,必需品,| 47 | ひつじゅひん【必需品】 / .! る必需品 ・ 日常必須用品
N2,ピン,pin,443,right,48,,,ピン,pin,48 |ピン【pin】 / . る 大頭針・別針 : (機)挫・橋
N2,ぼう,棒,444,left,52,,,ぼう,棒,"52 | ぼう【棒】                 1 。 / -革) 棒,棍子;(音樂)指揮;(畫的) ; , / あし ぼう                は提("
N2,ほうき,等,444,left,53,,,ほうき,等,53 | ほうき【等】         同 / 仿掃需 / ほうき 。 は               i (
N2,マスク,mask,444,left,54,,,マスク,mask,"54 | マスク 【mask】 / る 面罩,假面;防護面具;口罩;防 ; / 毒面具 ; 面相,面貌                | ("
N2,めざまし,目覚まし,444,right,05,,,めざまし,目覚まし,"5 | めざまし【目覚まし】 / ) 叫醒,喚醒;小孩睡醒後的點心; N2 / 後為打起精神吃東西 : 鬧鐘"
N2,めざましどけい,目覚まし時計,444,right,05,,,めざましどけい,目覚まし時計,5 | めざましどけい【目覚まし時計】 / ) 鬧鐘 / め ざ     ど けい   か
N2,めん,面,444,right,07,,,めん,面,"7 | めん【面】 / 5 ・ 接尾・漠告) 臉,面;面具,假面;防 / 面具;用以計算平面的東西 ;會面"
N2,モーター,motor,444,right,05,,,モーター,motor,5 | モーター【motor】                        | / ) 系動機 : 電動機 : 馬建          ] / 9
N2,ようと,用途,444,right,,,,ようと,用途,"> | ようと【用途】 / ) 用途,用處 / よう と   ひろ"
N2,うそくる,旺燭,444,right,00,,,うそくる,旺燭,0 | うそくる  【旺燭】 / 1旺燭杞吹喜消才。 / 吹滅蠟燭。
N2,くぎ,釘,445,left,01,,,くぎ,釘,o1 | くぎ【釘】 / る) 釘子 / くぎ    さ
N2,くっつける,く っ付ける,445,left,02,,,くっつける,く っ付ける,02 | くっつける【く っ付ける】 / (他下ご) 把...粘上 ・ 把...貼上 ・ 使甘折 / のりでくっ付ける。
N2,けずる,削る,445,left,03,,,けずる,削る,"03 | けずる【削る】 / (了五) 削,包,刮;刪減,削去 '削減 / えんびぴびつ 。 けず"
N2,ざぶとん,座布団,445,left,04,,,ざぶとん,座布団,04 | ざぶとん【座布団】 / る (舖在席子上的)棉坐墊 / ざ ぶ とん   し
